Cave_ID,Cave_String,Year,Date,start_time,end_time,Taken_from_first-last_bird,hours,number_persons,net_length,only_nest_check,Only_during_day,Notebook,Remarks
,MT09_RM05GC_North,2016,08/02/2016,19:15,21:15,YES,2,2,0,NO,NO,2,
,MT09_RM05GC_South,2016,08/02/2016,19:15,21:15,YES,2,2,0,NO,NO,2,
,MT09_RM05GC,2016,08/02/2016,19:15,21:15,YES,2,2,0,NO,NO,2,
,MT09_RM04D,2016,08/02/2016,20:35,20:35,YES,0,2,0,NO,NO,1,
,MT24_Majjistral_NS2_NS3,2016,11/02/2016,14:30,14:30,YES,0,1,0,YES,NO,1,
,MT09_RM04B,2016,12/02/2016,19:20,19:20,YES,0,2,0,YES,NO,1,
,MT24_Majjistral_NS2_NS3,2016,23/02/2016,19:15,19:20,YES,0.08,1,0,YES,NO,1,
,MT24_Majjistral_Thomas,2016,23/02/2016,18:00,18:00,YES,0,1,0,YES,NO,1,
,MT24_Majjistral_Thomas,2016,23/02/2016,18:30,20:00,NO,1,1,0,NO,NO,1,
,MT24_Majjistral_Subt,2016,23/02/2016,19:45,19:45,YES,0,1,0,YES,NO,1,
,MT24_Majjistral_Eggshell,2016,23/02/2016,18:30,20:00,NO,1.5,1,0,NO,NO,2,
,MT09_RM01,2016,23/02/2016,21:20,22:30,NO,1.17,2,0,NO,NO,2,
,MT09_RM04B,2016,23/02/2016,21:30,21:40,YES,0.17,3,0,YES,NO,1,
,MT09_RM04D,2016,23/02/2016,22:10,22:15,YES,0.08,2,0,YES,NO,1,
,MT09_RM05GC,2016,23/02/2016,23:00,23:25,YES,0.42,2,0,YES,NO,2,
,MT09_RM05GC_Central,2016,25/02/2016,18:15,20:30,YES,2.25,2,0,NO,NO,2,
,MT09_RM05GC_South,2016,25/02/2016,18:15,20:40,YES,2.42,1,0,NO,NO,1,
,MT09_RM05GC_North,2016,25/02/2016,18:15,20:40,YES,2.42,1,0,NO,NO,2,
,MT09_RM04D,2016,25/02/2016,19:35,20:25,YES,0.83,2,0,NO,NO,1,
,MT09_RM04B,2016,25/02/2016,19:10,19:10,YES,0,2,0,YES,NO,1,
,MT09_RM04A,2016,25/02/2016,19:10,19:10,YES,0,2,0,YES,NO,1,
,MT09_RM01,2016,25/02/2016,21:45,21:50,YES,0.08,2,0,YES,NO,1,
,MT24_Majjistral_NS2_NS3,2016,25/02/2016,22:30,22:30,YES,0,2,0,YES,NO,2,
,MT24_Majjistral_Thomas,2016,25/02/2016,23:00,23:00,YES,0,2,0,YES,NO,2,
,MT24_Majjistral_Subt,2016,25/02/2016,22:40,22:40,YES,0,1,0,YES,NO,2,only 1 out of 9 bird checked for ring
,MT09_RM04D,2016,26/02/2016,19:00,22:00,NO,3,2,0,NO,NO,1,
,MT24_Majjistral_Thomas,2016,26/02/2016,18:00,22:30,NO,4.5,1,0,NO,NO,2,
,MT24_Majjistral_Eggshell,2016,26/02/2016,18:00,22:30,NO,4.5,1,0,NO,NO,2,
,MT24_Majjistral_NS2_NS3,2016,26/02/2016,20:10,22:00,YES,1.83,1,0,YES,NO,2,
,MT24_Majjistral_Subt,2016,26/02/2016,21:25,21:25,YES,0,1,0,YES,NO,2,only 1 out of 4 bird checked for ring
,MT24_Majjistral_Eggshell,2016,27/02/2016,18:30,22:45,NO,3.75,1,0,NO,NO,2,
,MT24_Majjistral_Subt,2016,27/02/2016,20:45,22:50,NO,0.17,1,0,YES,NO,2,only 4 out of 8 bird checked for ring
,MT24_Majjistral_Thomas,2016,27/02/2016,18:30,19:00,YES,0.25,1,0,NO,NO,2,
,MT24_Majjistral_NS2_NS3,2016,27/02/2016,20:00,20:00,YES,0,1,0,YES,NO,2,1 out 2 checked
,MT09_RM04D,2016,27/02/2016,18:30,21:30,YES,3,2,0,NO,NO,1,
,MT09_RM05GC,2016,27/02/2016,21:30,21:30,YES,0,1,0,YES,NO,1,NS4 only
,MT09_RM01,2016,27/02/2016,22:30,22:30,YES,0,1,0,YES,NO,1,
,MT24_Majjistral_Eggshell,2016,29/02/2016,18:10,20:00,NO,1.83,1,0,NO,NO,2,
,MT24_Majjistral_Thomas,2016,29/02/2016,18:10,20:00,NO,1.83,1,0,NO,NO,2,
,MT09_RM01,2016,29/02/2016,19:00,20:15,NO,1.25,3,0,NO,NO,1,no birds
,MT09_RM01,2016,01/03/2016,18:30,19:45,YES,1.25,3,0,NO,NO,2,
,MT09_RM04D,2016,02/03/2016,18:00,20:20,YES,2.33,2,0,NO,NO,2,
,MT09_RM04A,2016,02/03/2016,18:00,21:15,NO,3.25,1,0,NO,NO,2,
,MT09_RM05GC,2016,02/03/2016,20:55,20:55,YES,0,1,0,YES,NO,2,NS4 only
,MT09_RM01,2016,02/03/2016,22:00,22:15,NO,0.25,3,0,YES,NO,2,no birds
,MT24_Majjistral_Eggshell,2016,02/03/2016,18:45,21:00,NO,2,1,0,NO,NO,1,no birds
,MT24_Majjistral_Subt,2016,02/03/2016,18:30,21:30,NO,0.5,1,0,YES,NO,1,
,MT24_Majjistral_NS2_NS3,2016,03/03/2016,16:00,16:00,NO,0,2,0,YES,NO,2,no birds
,MT09_RM01,2016,05/03/2016,02:00,04:30,NO,2.5,1,0,NO,NO,2,
,MT09_RM04A,2016,05/03/2016,02:00,02:00,YES,0,1,0,YES,NO,2,NS1 only
,MT09_RM04C,2016,05/03/2016,02:30,02:35,YES,0.08,1,0,NO,NO,2,1 bird
,MT09_RM04D,2016,05/03/2016,03:00,03:20,YES,0.08,1,0,NO,NO,1,1 bird
,MT24_Majjistral_NS2_NS3,2016,05/03/2016,01:45,01:55,Yes,0.17,2,0,YES,NO,1,
,MT24_Majjistral_Subt,2016,05/03/2016,02:00,02:30,YES,0.5,2,0,YES,NO,1,
,MT24_Majjistral_Thomas,2016,05/03/2016,02:50,02:50,YES,0,2,0,YES,NO,1,
,MT24_Majjistral_Eggshell,2016,05/03/2016,18:30,23:30,NO,5,1,0,NO,NO,1,
,MT24_Majjistral_Thomas,2016,05/03/2016,18:30,23:30,NO,5,1,0,NO,NO,1,
,MT24_Majjistral_NS2_NS3,2016,05/03/2016,20:35,20:35,YES,0,1,0,YES,NO,1,1 bird inside not pulled out
,MT24_Majjistral_Subt,2016,05/03/2016,21:00,23:10,YES,0.17,1,0,YES,NO,1,6 out of 9 birds checked
,MT09_RM04D,2016,05/03/2016,19:45,22:00,NO,2.42,2,0,NO,NO,2,
,MT09_RM01,2016,05/03/2016,23:35,23:35,YES,0,2,0,YES,NO,2,
,MT24_Majjistral_Eggshell,2016,07/03/2016,19:00,21:00,YES,1.5,1,0,NO,NO,1,
,MT24_Majjistral_Subt,2016,07/03/2016,19:00,21:00,NO,0.17,1,0,YES,NO,1,3 out of 5 birds checked
,MT09_RM04D,2016,07/03/2016,18:20,20:30,YES,1.67,1,0,NO,NO,2,
,MT09_RM01,2016,07/03/2016,19:15,19:15,YES,0,1,0,YES,NO,2,NS4 only
,MT09_RM01,2016,08/03/2016,16:00,16:15,YES,0,1,0,YES,YES,,NS4 only
,MT24_Majjistral_Eggshell,2016,08/03/2016,19:00,22:00,YES,3,1,0,NO,NO,1,
,MT24_Majjistral_Thomas,2016,08/03/2016,19:00,21:15,YES,2.1,1,0,NO,NO,1,
,MT24_Majjistral_NS2_NS3,2016,08/03/2016,20:40,22:00,YES,0.25,1,0,NO,NO,1,
,MT24_Majjistral_Subt,2016,08/03/2016,21:40,21:40,YES,0,1,0,YES,NO,1,1 of 11 birds checked
,MT30_TaCenc_Benscave,2016,09/03/2016,17:50,19:30,YES,1.5,2,0,YES,NO,2,
,MT24_Majjistral_South,2016,11/03/2016,13:00,13:00,YES,0,2,0,YES,YES,2,
,MT24_Majjistral_Thomas,2016,11/03/2016,12:00,13:05,YES,0.05,1,0,YES,YES,2,
,MT24_Majjistral_Subt,2016,11/03/2016,12:45,13:05,YES,0.08,1,0,YES,YES,2,6 of 6 checked
,MT09_RM01,2016,11/03/2016,12:00,12:15,NO,0.25,2,0,YES,YES,1,NS4 only
,MT09_RM04D,2016,11/03/2016,12:00,12:15,NO,0.25,2,0,YES,NO,1,NS3 only
,MT24_Majjistral_NS2_NS3,2016,14/03/2016,14:45,15:25,NO,0.75,1,0,YES,NO,1,NS2 only
,MT24_Majjistral_Eggshell,2016,14/03/2016,14:45,15:25,NO,0.75,1,0,YES,NO,1,
,MT24_Majjistral_Thomas,2016,14/03/2016,14:45,15:25,NO,0.75,1,0,YES,NO,1,
,MT24_Majjistral_Subt,2016,14/03/2016,14:55,14:55,YES,0,1,0,YES,NO,1,2 of 6 birds checked
,MT09_RM01,2016,14/03/2016,16:30,16:30,NO,0,1,0,YES,NO,1,NS4 only
,MT24_Majjistral_Subt,2016,15/03/2016,16:15,16:20,NO,0.08,1,0,YES,NO,2,2 of 6 birds checked
,MT09_RM04D,2016,15/03/2016,18:00,18:00,NO,0,2,0,YES,NO,2,NS3 only
,MT24_Majjistral_Thomas,2016,18/03/2016,12:15,12:15,YES,0,1,0,YES,NO,2,
,MT24_Majjistral_Subt,2016,18/03/2016,12:45,13:05,YES,0,1,0,YES,NO,2,4 of 7 birds checked
,MT09_RM03_South,2016,25/03/2016,19:00,20:30,NO,1.5,3,12,NO,NO,1,no birds
,MT09_RM03_North,2016,25/03/2016,19:00,20:30,NO,1.5,3,12,NO,NO,1,no birds
,MT17_Cominotto_1,2016,30/03/2016,19:50,22:00,NO,1.83,2,2,NO,NO,1,
,MT22_StPauls_WestCave,2016,30/03/2016,20:00,21:40,NO,1.67,1,0,NO,NO,1,
,MT22_StPauls_MainCave,2016,30/03/2016,19:00,22:00,NO,1,2,24,NO,NO,2,
,MT24_Majjistral_Thomas,2016,30/03/2016,18:00,19:00,NO,1,3,0,NO,NO,2,
,MT24_Majjistral_Thomas,2016,07/04/2016,18:24,18:24,YES,0,1,0,YES,NO,2,1 out of 2 checked
,MT24_Majjistral_Subt,2016,07/04/2016,18:35,18:35,YES,0,1,0,YES,NO,2,3 out of 6 birds checked
,MT22_StPauls_MainCave,2016,12/04/2016,20:30,22:00,NO,1.5,3,24,NO,NO,2,
,MT19_Underworld,2016,15/04/2016,20:30,22:00,NO,1.5,2,0,NO,NO,1,
,MT09_RM04AB,2016,19/04/2016,20:40,20:40,YES,0,1,0,NO,NO,1,
,MT24_Majjistral_Thomas,2016,23/04/2016,20:30,20:30,YES,0,1,0,YES,NO,2,2 out of 2
,MT24_Majjistral_Subt,2016,23/04/2016,20:15,20:15,YES,0,1,0,YES,NO,2,4 out of 4
,MT24_Majjistral_NS2_NS3,2016,23/04/2016,20:25,20:25,YES,0,1,0,Yes,NO,2,NS3 empty
,MT24_Majjistral_Eggshell,2016,23/04/2016,20:45,22:30,NO,1.75,1,0,NO,NO,1,
,MT24_Majjistral_Thomas,2016,23/04/2016,20:45,22:30,NO,1.75,1,0,NO,NO,1,
,MT09_RM01,2016,26/04/2016,15:45,17:30,NO,0,1,0,YES,YES,2,"NB2, NS4"
,MT09_RM04A,2016,26/04/2016,18:15,19:00,NO,0,1,0,YES,NO,2,NS4 only
,MT09_RM05BT,2016,27/04/2016,15:55,16:30,NO,0.58,2,0,YES,YES,1,
,MT09_RM05BT_Upper,2016,27/04/2016,15:55,16:30,NO,0.58,2,0,YES,YES,2,1 out of 5 adults pulled out
,MT24_Majjistral_Eggshell,2016,30/04/2016,20:50,00:00,YES,3.33,1,0,NO,NO,1,
,MT24_Majjistral_Thomas,2016,30/04/2016,20:50,00:00,YES,3.33,1,0,NO,NO,1,
,MT17_Cominotto_1,2016,05/05/2016,20:30,22:30,NO,2,1,0,NO,NO,1,7 birds escape
,MT17_Cominotto_2,2016,05/05/2016,20:30,22:30,NO,2,1,0,NO,NO,1,1 bird escape
,MT17_Cominotto_3,2016,05/05/2016,20:30,22:30,NO,2,1,0,NO,NO,1,1 bird escape
,MT17_Cominotto_5,2016,05/05/2016,20:30,22:30,NO,2,2,0,NO,NO,2,3 bird escape
,MT17_Cominotto_7,2016,05/05/2016,20:30,22:30,NO,2,1,0,NO,NO,2,"3 bird escape, none caught"
,MT17_Comino_Shelf,2016,06/05/2016,13:00,14:00,YES,1,2,0,YES,YES,2,2 out of 3
,MT09_RM03,2016,16/05/2016,20:30,23:30,NO,3,4,24,NO,NO,1,no details if or which birds were caught in MN
,MT22_StPauls_WestCave,2016,23/05/2016,20:00,20:45,YES,0.75,3,0,YES,NO,1,inc. c-ringing
,MT24_Majjistral_Thomas,2016,27/05/2016,20:30,20:30,YES,0,1,0,YES,NO,1,c-ringing
,MT24_Majjistral_Eggshell,2016,27/05/2016,20:30,00:00,NO,3.5,1,0,NO,NO,1,
,MT24_Majjistral_Thomas,2016,27/05/2016,20:30,00:00,NO,3.5,2,0,NO,NO,1,
,MT24_Majjistral_Eggshell,2016,28/05/2016,20:30,01:15,NO,4.75,1,0,NO,NO,1,
,MT24_Majjistral_Thomas,2016,28/05/2016,20:30,01:15,NO,4.75,2,0,NO,NO,1,
,MT24_Majjistral_NS2_NS3,2016,29/05/2016,20:30,22:30,NO,2,1,0,NO,NO,0,
,MT24_Majjistral_Eggshell,2016,29/05/2016,20:30,22:30,NO,2,1,0,NO,NO,1,
,MT24_Majjistral_Thomas,2016,29/05/2016,20:30,22:30,NO,2,2,0,NO,NO,1,
,MT24_Majjistral_Thomas,2016,29/05/2016,20:50,20:50,YES,0,1,0,YES,NO,1,c-ringing
,MT09_RM05BT_Upper,2016,30/05/2016,20:00,20:35,NO,0.58,3,0,YES,YES,3,c-ringing
,MT09_RM05BT,2016,30/05/2016,20:00,20:35,NO,0.58,3,0,YES,YES,3,
,MT09_RM04D,2016,30/05/2016,21:15,21:55,YES,0.67,3,0,YES,NO,3,c-ringing
,MT09_RM05GC,2016,30/05/2016,22:30,23:30,NO,1,3,0,NO,NO,3,inc. c-ringing
,MT24_Majjistral_NS2_NS3,2016,31/05/2016,20:35,20:35,YES,0,1,0,YES,NO,3,c-ringing
,MT09_RM05L,2016,01/06/2016,20:20,22:30,NO,1.75,2,12,NO,NO,3,
,MT09_RM04B,2016,01/06/2016,20:30,20:30,YES,0,1,0,YES,NO,2,NS1. c-ringing
,MT09_RM04AB,2016,01/06/2016,20:45,20:45,YES,0,1,0,YES,NO,2,c-ringing
,MT09_RM04A,2016,01/06/2016,20:45,20:45,YES,0,1,0,YES,NO,2,NS4. c-ringing
,MT19_Underworld,2016,04/06/2016,21:00,23:30,NO,2.5,4,0,NO,NO,3,
,MT30_TaCenc_Hourglass,2016,05/06/2016,00:30,00:50,NO,0.1,5,0,NO,YES,3,
,MT09_RM01,2016,08/06/2016,09:00,10:00,NO,1,2,0,YES,YES,3,c-ringing
,MT24_Majjistral_Eggshell,2016,09/06/2016,21:00,22:15,NO,1.25,1,0,NO,NO,3,
,MT24_Majjistral_Thomas,2016,09/06/2016,21:00,22:15,NO,1.25,1,0,NO,NO,3,
,MT24_Majjistral_Thomas,2016,09/06/2016,21:15,21:15,YES,0,1,0,YES,NO,3,c-ringing
,MT19_Underworld,2016,11/06/2016,21:15,22:50,NO,1.58,2,0,NO,NO,2,
,MT30_TaCenc_Benscave,2016,15/06/2016,01:36,03:36,NO,2,3,0,NO,NO,3,
,MT24_Majjistral_Eggshell,2016,17/06/2016,09:45,11:55,NO,2.17,3,0,YES,YES,3,c-ringing
,MT09_RM01,2016,27/06/2016,17:10,17:10,YES,0,4,0,YES,NO,3,c-ringing
,MT09_RM05BT,2016,27/06/2016,21:05,22:30,NO,1.17,2,0,NO,NO,3,
,MT09_RM05BT_Upper,2016,27/06/2016,21:05,22:30,NO,1.17,2,0,NO,NO,3,"inc. c-ringing, specifying locations within Buttercave - to check if you decide to subdivide"
,MT09_RM04A,2016,27/06/2016,22:40,22:50,YES,0.17,2,0,YES,NO,3,
,MT09_RM04C,2016,27/06/2016,23:00,23:15,YES,0.25,2,0,YES,NO,3,
,MT09_RM05BT_Lower,2016,27/06/2016,21:05,22:30,NO,0.25,2,0,NO,NO,3,c-ringing
,MT09_RM04C,2016,29/06/2016,21:00,23:00,YES,0.33,3,0,NO,NO,2,inc. c-ringing
,MT09_RM04D,2016,29/06/2016,21:40,22:40,YES,1,3,0,NO,NO,2,inc. c-ringing
,MT09_RM05GC_Central,2016,29/06/2016,22:15,23:30,YES,1.25,3,0,NO,NO,2,inc. c-ringing
,MT09_RM05GC_North,2016,29/06/2016,22:45,23:00,YES,0.25,2,0,NO,NO,2,inc. c-ringing
,MT24_Majjistral_Eggshell,2016,29/06/2016,21:15,22:30,NO,1.25,2,0,YES,NO,3,c-ringing
,MT24_Majjistral_NS2_NS3,2016,29/06/2016,21:10,21:10,YES,0,1,0,YES,NO,3,c-ringing
,MT24_Majjistral_Thomas,2016,29/06/2016,21:10,21:10,YES,0,1,0,YES,NO,3,c-ringing
,MT24_Majjistral_Thomas,2016,29/06/2016,21:00,21:05,YES,0.08,1,0,YES,NO,3,c-ringing
,MT22_StPauls_WestCave,2016,30/06/2016,21:10,22:40,YES,0.5,2,0,NO,NO,2,inc. c-ringing
,MT09_RM05GC,2016,30/06/2016,21:30,23:45,YES,2.25,2,0,NO,NO,3,inc. c-ringing
,MT09_RM05L,2016,30/06/2016,21:30,23:45,YES,2.25,2,0,NO,NO,3,inc. c-ringing
,MT09_RM04A,2016,30/06/2016,23:50,23:55,YES,0.08,2,0,YES,NO,3,c-ringing
,MT09_RM03,2016,30/06/2016,21:40,23:30,NO,1.83,2,0,NO,NO,3,inc. c-ringing
,MT09_RM04B,2016,01/07/2016,21:05,21:45,NO,0.67,2,0,YES,NO,3,c-ringing
,MT09_RM04C,2016,01/07/2016,21:55,22:00,YES,0.08,2,0,NO,NO,3,inc. c-ringing
,MT09_RM04A,2016,01/07/2016,22:10,22:15,YES,0.08,2,0,NO,NO,3,
,MT09_RM04A,2016,04/07/2016,22:10,22:50,YES,0.17,2,0,YES,NO,3,c-ringing
,MT09_RM01,2016,04/07/2016,22:35,23:35,NO,1,2,0,NO,NO,3,inc. c-ringing
,MT09_RM03,2016,08/07/2016,21:35,23:30,NO,1.92,2,0,NO,NO,3,inc. c-ringing
,MT24_Majjistral_Eggshell,2016,12/07/2016,21:20,23:00,NO,1.67,2,0,NO,NO,2,c-ringing
,MT09_RM01,2016,12/07/2016,23:24,23:24,YES,0,2,0,NO,NO,3,
,MT17_Cominotto,2016,13/07/2016,21:00,22:00,NO,1,3,0,YES,NO,3,c-ringing
,MT09_RM04A,2017,19/01/2017,18:30,20:00,NO,1.5,2,0,NO,NO,3,
,MT09_RM04B,2017,19/01/2017,18:30,20:00,NO,1.5,1,0,NO,NO,3,
,MT24_Majjistral_Eggshell,2017,23/01/2017,18:30,19:30,NO,1,1,0,NO,NO,3,
,MT24_Majjistral_Thomas,2017,23/01/2017,18:30,19:30,NO,1,1,0,NO,NO,3,
,MT09_RM01,2017,08/02/2017,17:30,21:00,NO,3.5,2,0,NO,NO,2,
,MT09_RM04A,2017,08/02/2017,18:00,20:30,NO,2.5,1,0,NO,NO,3,
,MT09_RM04B,2017,08/02/2017,18:00,20:30,YES,0.75,1,0,NO,NO,3,
,MT09_RM04A,2017,09/02/2017,18:00,20:15,NO,2.25,2,0,NO,NO,2,
,MT24_Majjistral_Thomas,2017,12/02/2017,18:30,21:55,YES,3.42,1,0,NO,NO,2,
,MT24_Majjistral_Eggshell,2017,12/02/2017,18:30,19:15,YES,0.75,1,0,NO,NO,3,
,MT24_Majjistral_NS2_NS3,2017,12/02/2017,19:15,21:55,Yes,2.5,1,0,NO,NO,3,
,MT24_Majjistral_Subt,2017,12/02/2017,19:30,21:55,YES,2.42,1,0,YES,NO,3,
,MT09_RM01,2017,13/02/2017,18:00,20:30,NO,2.5,2,0,NO,NO,3,
,MT09_RM01,2017,13/02/2017,18:40,18:40,YES,0,1,0,YES,NO,3,
,MT09_RM05BT,2017,13/02/2017,21:15,22:30,NO,1,2,0,YES,NO,3,
,MT09_RM05BT_Upper,2017,13/02/2017,21:15,22:30,NO,1,2,0,YES,NO,3,
,MT09_RM04A,2017,13/02/2017,23:00,23:30,NO,0.5,1,0,YES,NO,3,
,MT09_RM04B,2017,13/02/2017,23:00,23:30,NO,0.5,1,0,YES,NO,3,
,MT24_Majjistral_Thomas,2017,14/02/2017,20:00,20:00,YES,0,2,0,NO,NO,3,
,MT09_RM05BT_Upper,2017,14/02/2017,19:45,20:00,NO,0.25,2,0,YES,NO,3,
,MT09_RM01,2017,14/02/2017,20:45,21:05,NO,0.33,1,0,YES,NO,3,
,MT09_RM01,2017,15/02/2017,19:45,20:15,NO,0.5,2,0,YES,NO,3,no birds
,MT09_RM05BT_Upper,2017,15/02/2017,20:45,21:00,NO,0.25,2,0,YES,NO,3,
,MT09_RM05BT,2017,15/02/2017,20:45,21:00,NO,0.25,2,0,YES,NO,3,
,MT09_RM01,2017,16/02/2017,19:00,20:40,NO,1.67,2,0,NO,NO,3,
,MT09_RM05BT_Upper,2017,16/02/2017,21:45,23:45,NO,2,2,0,NO,NO,3,
,MT09_RM05BT,2017,16/02/2017,21:45,23:45,NO,2,2,0,NO,NO,3,
,MT09_RM01,2017,28/02/2017,17:15,18:15,NO,1,2,0,YES,YES,3,no birds 
,MT24_Majjistral_Thomas,2017,28/02/2017,19:40,21:30,NO,0.17,1,0,NO,NO,5,no notes on who stayed where and for how long
,MT24_Majjistral_NS2_NS3,2017,28/02/2017,19:45,21:15,YES,1.5,2,0,NO,NO,5,
,MT24_Majjistral_Subt,2017,28/02/2017,20:10,21:15,YES,0.5,1,0,YES,NO,5,
,MT09_RM01,2017,01/03/2017,18:30,20:15,NO,1.75,1,0,NO,NO,5,
,MT09_RM04A,2017,01/03/2017,18:50,20:15,YES,1.25,2,0,NO,NO,3,
,MT09_RM04B,2017,01/03/2017,19:45,19:45,YES,0,1,0,YES,NO,3,
,MT09_RM01,2017,02/03/2017,09:15,10:50,NO,0.25,2,0,YES,YES,5,no birds
,MT09_RM04B,2017,02/03/2017,11:15,12:15,NO,0.08,1,0,YES,YES,5,no birds
,MT24_Majjistral_Subt,2017,03/03/2017,18:50,19:00,YES,0.17,1,0,NO,YES,3,
,MT24_Majjistral_Eggshell,2017,03/03/2017,19:00,21:30,NO,2.5,1,0,NO,NO,3,
,MT24_Majjistral_Thomas,2017,03/03/2017,19:00,21:00,NO,1.75,1,0,NO,NO,3,
,MT24_Majjistral_NS2_NS3,2017,03/03/2017,20:25,20:25,YES,0,1,0,YES,NO,3,
,MT09_RM04B,2017,03/03/2017,19:00,19:20,NO,0.33,1,0,NO,NO,5,no birds
,MT09_RM04A,2017,03/03/2017,19:00,19:25,NO,0.42,1,0,NO,NO,5,
,MT09_RM01,2017,03/03/2017,19:55,21:00,NO,1,2,0,YES,NO,5,
,MT24_Majjistral_Subt,2017,05/03/2017,18:40,21:30,NO,0.25,1,0,YES,NO,3 & 5,4 out of 12 birds checked
,MT24_Majjistral_Eggshell,2017,05/03/2017,19:00,21:30,NO,2.5,1,0,NO,NO,5,
,MT24_Majjistral_Thomas,2017,05/03/2017,19:00,21:30,NO,2.5,1,0,NO,NO,5,
,MT24_Majjistral_Eggshell,2017,06/03/2017,19:00,20:20,NO,1.33,1,0,NO,NO,5,
,MT09_RM01,2017,06/03/2017,18:25,19:15,NO,0.67,2,0,YES,NO,3,no birds
,MT09_RM04A,2017,06/03/2017,18:30,19:30,NO,0.75,1,0,NO,NO,4,no birds
,MT09_RM04B,2017,06/03/2017,18:30,19:30,NO,0.25,1,0,YES,NO,4,no birds
,MT09_RM05BT_Upper,2017,06/03/2017,20:45,21:05,NO,0.33,2,0,YES,NO,3,
,MT09_RM05BT,2017,06/03/2017,20:45,21:05,NO,0.33,2,0,YES,NO,3,
,MT09_RM05BT,2017,09/03/2017,20:45,21:00,NO,0.25,2,0,NO,NO,5,2 birds incubating not checked
,MT09_RM01,2017,09/03/2017,18:45,19:50,NO,1,2,0,NO,NO,3,no birds
,MT09_RM05BT_Upper,2017,13/03/2017,17:30,18:30,NO,1,2,0,YES,YES,5,1 out of 6 birds checked
,MT09_RM05BT,2017,13/03/2017,17:30,18:30,NO,1,2,0,YES,YES,5,
,MT24_Majjistral_Eggshell,2017,13/03/2017,19:20,21:50,NO,1.83,1,0,NO,NO,3,
,MT24_Majjistral_Thomas,2017,13/03/2017,20:00,21:50,YES,1,1,0,NO,NO,3,
,MT24_Majjistral_Subt,2017,13/03/2017,21:00,21:05,NO,0.08,1,0,YES,NO,3,5 out of 9 birds checked
,MT24_Majjistral_NS2_NS3,2017,13/03/2017,20:50,20:50,YES,0,1,0,YES,NO,3,2 out of 3 birds checked
,MT09_RM04B,2017,13/03/2017,19:20,19:30,NO,0.17,1,0,YES,NO,5,
,MT09_RM04A,2017,13/03/2017,19:20,20:10,NO,0.83,2,0,NO,NO,5,
,MT09_RM01,2017,13/03/2017,20:55,21:55,NO,1,2,0,YES,NO,5,
,MT09_RM05BT_Upper,2017,14/03/2017,17:35,17:50,NO,0.25,2,0,YES,YES,3,1 out of 6 birds checked
,MT24_Majjistral_Eggshell,2017,14/03/2017,18:50,21:30,NO,2.67,1,0,NO,NO,5,
,MT24_Majjistral_Thomas,2017,14/03/2017,18:50,21:30,NO,2.67,1,0,NO,NO,5,
,MT24_Majjistral_Subt,2017,14/03/2017,21:25,21:25,YES,0,1,0,YES,NO,5,only 1 bird checked
,MT24_Majjistral_South_1,2017,15/03/2017,19:00,20:20,NO,1.33,2,0,NO,NO,3,
,MT24_Majjistral_Thomas,2017,15/03/2017,18:45,21:20,NO,2.58,1,0,NO,NO,5,
,MT24_Majjistral_Eggshell,2017,15/03/2017,18:45,21:20,NO,2.58,1,0,NO,NO,5,
,MT24_Majjistral_NS2_NS3,2017,15/03/2017,20:30,20:30,YES,0,1,0,YES,NO,5,
,MT09_RM01,2017,16/03/2017,18:00,20:00,NO,1,2,0,YES,NO,3,
,MT24_Majjistral_Eggshell,2017,16/03/2017,19:00,20:45,NO,1.75,1,0,NO,NO,5,
,MT24_Majjistral_Thomas,2017,16/03/2017,19:00,20:45,NO,1.75,1,0,NO,NO,5,
,MT24_Delli_Lower,2017,17/03/2017,19:00,21:00,NO,2,1,0,NO,NO,4,no birds
,MT24_Majjistral_Eggshell,2017,17/03/2017,19:00,22:30,NO,3.5,1,0,NO,NO,5,
,MT24_Majjistral_NS2_NS3,2017,17/03/2017,20:15,20:15,YES,0,1,0,YES,NO,5,
,MT24_Majjistral_Thomas,2017,17/03/2017,19:00,22:30,NO,0.5,1,0,NO,NO,5,probably no one sitting there?
,MT24_Majjistral_Eggshell,2017,20/03/2017,19:25,23:00,NO,3.5,1,0,NO,NO,5,
,MT24_Majjistral_Thomas,2017,20/03/2017,19:25,23:00,NO,3.5,1,0,NO,NO,5,
,MT24_Majjistral_NS2_NS3,2017,20/03/2017,22:28,22:28,YES,0,1,0,YES,NO,5,
,MT09_RM01,2017,22/03/2017,14:50,16:25,NO,0,1,0,YES,YES,6,
,MT24_Majjistral_Eggshell,2017,22/03/2017,19:15,23:20,NO,4,1,0,NO,NO,5,
,MT24_Majjistral_Eggshell,2017,23/03/2017,19:15,20:45,NO,1,1,0,NO,NO,5,
,MT24_Majjistral_Thomas,2017,23/03/2017,19:15,20:30,NO,0.5,1,0,NO,NO,5,
,MT09_RM04A,2017,24/03/2017,21:00,21:00,YES,0,2,0,NO,NO,6,
,MT09_RM05BT,2017,24/03/2017,20:00,20:20,NO,0.33,2,0,NO,NO,5,
,MT09_RM05BT_Upper,2017,24/03/2017,20:00,20:20,NO,0.33,2,0,NO,NO,5,5 incubating birds not pulled out
,MT09_RM01,2017,27/03/2017,16:50,17:40,NO,0.08,1,0,YES,YES,5,
,MT09_RM01,2017,27/03/2017,16:50,17:40,NO,0.08,1,0,YES,YES,5,
