Errors,site,Cave_string,ringingDate,month,Year,Hour,HourTime,type,ringnumber,Replacement,age,sex,winglength,weight,billlength,billheight,tarsus,TH,middletoe,Head,BLnalopsi,ringer,cave,nest_or_direction,Tag details,BP,Notes,Prospector
,,MT17_Cominotto_9,01/06/2022,6,2022,21,21:33:00,R,EE06911,0,4,,,370,,,,,,,,BLM seabird project,Cave 9,way in,,,,0
,,MT17_Cominotto_9,01/06/2022,6,2022,21,21:42:00,R,EE06910,0,4,,,420,,,,,,,,BLM seabird project,Cave 9,way in,,,,0
,,MT17_Cominotto_9,01/06/2022,6,2022,21,21:52:00,R,EE04244,0,4,,,440,,,,,,,,BLM seabird project,Cave 9,way in,,,,0
,,MT17_Cominotto_9,01/06/2022,6,2022,22,22:21:00,R,EE04617,0,4,,,390,,,,,,,,BLM seabird project,Cave 9,way in,,,,0
,,MT17_Cominotto_9,01/06/2022,6,2022,22,22:50:00,R,EE03827,0,4,,,435,,,,,,,,BLM seabird project,Cave 9,way in,,,,0
,,MT17_Cominotto_9,01/06/2022,6,2022,22,22:56:00,N,EE04559,0,4,,,385,,,,,,,,BLM seabird project,Cave 9,way in,,,,0
,,MT09_RM04D,18/05/2022,5,2022,21,21:15:00,N,EE04846,0,4,,,420,,,,,,,,BLM seabird project,Bellavista,way in ,,BP6,,0
,,MT09_RM04D,18/05/2022,5,2022,21,21:30:00,R,EE02442,0,4,,,420,,,,,,,,BLM seabird project,Bellavista,way in ,,BP6,,0
,,MT09_RM04D,18/05/2022,5,2022,21,21:45:00,R,EE04660,0,4,,,380,,,,,,,,BLM seabird project,Bellavista,way in ,,BP6,,0
,,MT09_RM04D,18/05/2022,5,2022,21,21:53:00,N,EE04847,0,4,,,330,,,,,,,,BLM seabird project,Bellavista,way in ,,BP5,,0
,,MT09_RM04D,18/05/2022,5,2022,21,21:56:00,N,EE04848,0,4,,,330,,,,,,,,BLM seabird project,Bellavista,way in ,,BP6,,0
,,MT09_RM04D,18/05/2022,5,2022,22,22:47:00,N,EE04553,0,4,,,340,,,,,,,,BLM seabird project,Bellavista,way in ,,BP5,,0
,,MT09_RM04D,18/05/2022,5,2022,22,22:05:00,N,EE04850,0,4,,,360,,,,,,,,BLM seabird project,Bellavista,way in ,,BP5,EE04849 printed wrong not used,0
,,MT09_RM04D,18/05/2022,5,2022,23,23:00:00,R,EE04660,0,4,,,360,,,,,,,,BLM seabird project,Bellavista,way out,,,,0
,,MT09_RM04D,18/05/2022,5,2022,23,23:05:00,R,EE04668,0,4,,,420,,,,,,,,BLM seabird project,bellavista ,way in,,,,0
,,MT09_RM03_North,21/05/2022,5,2022,21,21:24:00,R,EE02519,0,4,,,385,,,,,,,,BLM seabird project,North MN,way in,,,,0
,,MT09_RM03_North,21/05/2022,5,2022,21,21:45:00,N,EE04515,0,4,,,,,,,,,,,BLM seabird project,North MN,way in,,,vomitted | overlapped on purpose,0
,,MT09_RM03_North,21/05/2022,5,2022,21,21:45:00,R,EE03285,0,4,,,370,,,,,,,,BLM seabird project,North MN,WAY IN,,,,0
,,MT09_RM03_North,21/05/2022,5,2022,22,22:00:00,R,EE04723,0,4,,,385,,,,,,,,BLM seabird project,North MN,way in,,,,0
,,MT09_RM03_North,21/05/2022,5,2022,22,22:00:00,R,EE03718,0,4,,,410,,,,,,,,BLM seabird project,North MN,way in,,,,0
,,MT09_RM03_North,21/05/2022,5,2022,22,22:05:00,N,EE04516,0,4,,,390,,,,,,,,BLM seabird project,North MN,way in,,,vomitted,0
,,MT09_RM03_North,21/05/2022,5,2022,22,22:10:00,R,EE03532,0,4,,,385,,,,,,,,BLM seabird project,North MN,way in,,,,0
,,MT09_RM03_North,21/05/2022,5,2022,22,22:15:00,R,EE01508,0,4,,,400,,,,,,,,BLM seabird project,North MN,way in,,,old ring EE01508 open and replaced with EE04517,0
,,MT09_RM03_North,21/05/2022,5,2022,22,22:15:00,R,EE04517,1,4,,,400,,,,,,,,BLM seabird project,North MN,way in,,,old ring EE01508 open and replaced with EE04517,0
,,MT09_RM03_South,21/05/2022,5,2022,22,22:15:00,N,EE04518,0,4,,,370,,,,,,,,BLM seabird project,South ,prospector,,,,0
,,MT09_RM03_North,21/05/2022,5,2022,22,22:25:00,N,EE04519,0,4,,,320,,,,,,,,BLM seabird project,North MN,way in ,wet legs,,,0
,,MT09_RM03_North,21/05/2022,5,2022,22,22:28:00,R,EE04339,0,4,,,460,,,,,,,,BLM seabird project,North MN,way in,,,,0
,,MT09_RM03_North,21/05/2022,5,2022,22,22:55:00,N,EE04520,0,4,,,400,,,,,,,,BLM seabird project,North MN,way in,,,,0
,,MT09_RM03_North,21/05/2022,5,2022,23,23:00:00,N,EE04961,0,4,,,435,,,,,,,,BLM seabird project,North MN,way in,,BP6,,0
,,MT09_RM03_North,21/05/2022,5,2022,23,23:07:00,R,EE01517,0,4,,,450,,,,,,,,BLM seabird project,North MN,way in,,,old ring EE01517 open replaced with EE04692,0
,,MT09_RM03_North,21/05/2022,5,2022,23,23:07:00,R,EE04962,1,4,,,450,,,,,,,,BLM seabird project,North MN,way in,,,old ring EE01517 open replaced with EE04692,0
,,MT09_RM03_South,21/05/2022,5,2022,23,23:15:00,R,EE06822,0,4,,,410,,,,,,,,BLM seabird project,South MN,way in,,,,0
,,MT09_RM03_North,21/05/2022,5,2022,23,23:17:00,R,EE04338,0,4,,,410,,,,,,,,BLM seabird project,North MN,way in,,,,0
,,MT09_RM03_North,21/05/2022,5,2022,23,23:35:00,R,EE04700,0,4,,,,,,,,,,,BLM seabird project,RM03DC NS2,way in,,,,0
,,MT17_Cominotto_9,23/05/2022,5,2022,21,21:12:00,R,EE06808,0,4,,,360,,,,,,,,BLM seabird project,Cominotto 9,way in,,,,0
,,MT17_Cominotto_9,23/05/2022,5,2022,21,21:15:00,R,EE03825,0,4,,,440,,,,,,,,BLM seabird project,Cominotto 9,way in,,,,0
,,MT17_Cominotto_9,23/05/2022,5,2022,21,21:15:00,R,EE03954,0,4,,,400,,,,,,,,BLM seabird project,Cominotto 9,way in,,,,0
,,MT17_Cominotto_9,23/05/2022,5,2022,21,21:24:00,R,EE04222,0,4,,,440,,,,,,,,BLM seabird project,Cominotto 9,way in,,,,0
,,MT17_Cominotto_9,23/05/2022,5,2022,21,21:30:00,N,EE04555,0,4,,,350,,,,,,,,BLM seabird project,Cominotto 9,way in,WET legs,,prospector,1
,,MT17_Cominotto_9,23/05/2022,5,2022,21,21:32:00,R,EE03399,0,4,,,490,,,,,,,,BLM seabird project,Cominotto 9,way in,,,,0
,,MT17_Cominotto_9,23/05/2022,5,2022,21,21:40:00,R,EE04244,0,4,,,460,,,,,,,,BLM seabird project,Cominotto 9,way in,,,,0
,,MT17_Cominotto_9,23/05/2022,5,2022,21,21:54:00,N,EE04556,0,4,,,360,,,,,,,,BLM seabird project,Cominotto 9,way in,,,prospector,1
,,MT17_Cominotto_9,23/05/2022,5,2022,21,21:55:00,R,EE04321,0,4,,,400,,,,,,,,BLM seabird project,Cominotto 9,way in,,,,0
,,MT17_Cominotto_9,23/05/2022,5,2022,22,22:10:00,R,EE03846,0,4,,,435,,,,,,,,BLM seabird project,Cominotto 9,way in,,,,0
,,MT17_Cominotto_9,23/05/2022,5,2022,22,22:15:00,R,EE03953,0,4,,,420,,,,,,,,BLM seabird project,Cominotto 9,way in,,,,0
,,MT17_Cominotto_9,23/05/2022,5,2022,22,22:23:00,R,EE03830,0,4,,,460,,,,,,,,BLM seabird project,Cominotto 9,way in,,,,0
,,MT17_Cominotto_9,23/05/2022,5,2022,22,22:26:00,R,EE03388,0,4,,,395,,,,,,,,BLM seabird project,Cominotto 9,way in,,,,0
,,MT17_Cominotto_9,23/05/2022,5,2022,22,22:30:00,N,EE04557,0,4,,,385,,,,,,,,BLM seabird project,Cominotto 9,way in,,,,0
,,MT24_Majjistral_Eggshell,24/05/2022,5,2022,21,21:55:00,R,EE03325,0,4,,,410,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT24_Majjistral_Eggshell,24/05/2022,5,2022,22,22:00:00,N,EE04971,0,4,,,335,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT24_Majjistral_Eggshell,24/05/2022,5,2022,22,22:35:00,R,EE04715,0,4,,,390,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT24_Majjistral_Eggshell,24/05/2022,5,2022,22,23:00:00,R,EE04251,0,4,,,420,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT17_Cominotto_4,23/05/2022,5,2022,21,21:20:00,R,EE03943,0,4,,,390,,,,,,,,BLM seabird project,Cominotto Cave 4,way in,,,,0
,,MT17_Cominotto_4,23/05/2022,5,2022,21,21:23:00,N,EE04926,0,4,,,360,,,,,,,,BLM seabird project,Cominotto Cave 4,way in,,,,0
,,MT17_Cominotto_4,23/05/2022,5,2022,21,21:31:00,R,EE03714,0,4,,,435,,,,,,,,BLM seabird project,Cominotto Cave 4,way in,,,,0
,,MT17_Cominotto_4,23/05/2022,5,2022,21,21:58:00,R,EE06881,0,4,,,385,,,,,,,,BLM seabird project,Cominotto Cave 4,way in,,,,0
,,MT17_Cominotto_4,23/05/2022,5,2022,22,22:10:00,R,EE02844,0,4,,,410,,,,,,,,BLM seabird project,Cominotto Cave 4,way in,,,,0
,,MT17_Cominotto_4,23/05/2022,5,2022,22,22:35:00,R,EE06847,0,4,,,440,,,,,,,,BLM seabird project,Cominotto Cave 4,way in,,,,0
,,MT17_Cominotto_4,23/05/2022,5,2022,22,22:55:00,R,EE03945,0,4,,,385,,,,,,,,BLM seabird project,Cominotto Cave 4,way in,,,,0
,,MT17_Comino_Treasure,23/05/2022,5,2022,19,19:15:00,N,EE04554,0,1,,,380,,,,,,,,BLM seabird project,Treasure Cave,NS6,,,,0
,,MT17_Comino_Shelf,23/05/2022,5,2022,19,19:15:00,N,EE04963,0,1,,,,,,,,,,,BLM seabird project,Shelf Cave upper ,NS between NS17 and NS20,,,,0
,,MT17_Cominotto_2,23/05/2022,5,2022,21,21:13:00,N,EE04964,0,4,,,360,,,,,,,,BLM seabird project,Cominotto Cave 2,way in,,Bp6,,0
,,MT17_Cominotto_2,23/05/2022,5,2022,21,21:31:00,R,EE03681,0,4,,,460,,,,,,,,BLM seabird project,Cominotto Cave 2 ,Way in,,Bp5,,0
,,MT17_Cominotto_2,23/05/2022,5,2022,21,21:34:00,N,EE04965,0,4,,,300,,,,,,,,BLM seabird project,Cominotto Cave 2 ,way in,,BP5,,0
,,MT17_Cominotto_2,23/05/2022,5,2022,21,21:37:00,R,EE06787,0,4,,,395,,,,,,,,BLM seabird project,Cominotto Cave 2,way in,,BP4,,0
,,MT17_Cominotto_2,23/05/2022,5,2022,21,21:56:00,R,EE04605,0,4,,,380,,,,,,,,BLM seabird project,Cominotto Cave 2,way in,,,,0
,,MT17_Cominotto_2,23/05/2022,5,2022,21,21:59:00,R,EE06792,0,4,,,460,,,,,,,,BLM seabird project,Cominotto Cave 2,way in,,BP6,,0
,,MT17_Cominotto_2,23/05/2022,5,2022,22,22:05:00,N,EE04966,0,4,,,390,,,,,,,,BLM seabird project,Cominotto Cave 2,way in,,BP5,,0
,,MT17_Cominotto_2,23/05/2022,5,2022,22,22:21:00,R,EE04746,0,4,,,335,,,,,,,,BLM seabird project,Cominotto Cave 2,way in,,BP5,,0
,,MT17_Cominotto_2,23/05/2022,5,2022,22,22:31:00,R,EE06753,0,4,,,450,,,,,,,,BLM seabird project,Cominotto Cave 2,way in,,BP5,,0
,,MT17_Cominotto_2,23/05/2022,5,2022,22,22:45:00,N,EE04967,0,4,,,290,,,,,,,,BLM seabird project,Cominotto Cave 2,way in,,BP6,,0
,,MT17_Cominotto_2,23/05/2022,5,2022,22,22:55:00,N,EE04968,0,4,,,370,,,,,,,,BLM seabird project,Cominotto Cave 2,way in,,BP6,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,21,21:15:00,N,EE04558,0,4,,,340,,,,,,,,BLM seabird project,SOW4,way in,,BP6,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,21,21:19:00,R,EE02600,0,4,,,440,,,,,,,,BLM seabird project,SOW4,way in,,BP5,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,21,21:21:00,R,EE06650,0,4,,,370,,,,,,,,BLM seabird project,SOW4,way in,,BP6,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,21,21:21:00,R,EE06551,0,4,,,380,,,,,,,,BLM seabird project,SOW4,way in,,BP5,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,21,21:29:00,R,EE03415,0,4,,,380,,,,,,,,BLM seabird project,SOW4,way in,,BP5,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,21,21:30:00,R,EE02598,0,4,,,410,37.7,8.3,50.4,7,,49.7,,BLM seabird project,SOW4,way in,GLS?,BP5,HeadBill 84.6,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,21,21:54:00,R,EE03854,0,4,,,340,,,,,,,,BLM seabird project,SOW4,way in,,BP6,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,22,22:00:00,R,EE06610,0,4,,,390,,,,,,,,BLM seabird project,SOW4,way in,,BP6,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,22,22:02:00,R,EE04280,0,4,,,390,,,,,,,,BLM seabird project,SOW4,way in,,BP5,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,22,22:04:00,R,EE04298,0,4,,,360,,,,,,,,BLM seabird project,SOW4,way in,,BP6,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,22,22:10:00,R,EE04346,0,4,,,335,,,,,,,,BLM seabird project,SOW4,way in,,BP5,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,22,22:28:00,R,EE03412,0,4,,,435,,,,,,,,BLM seabird project,SOW4,way in,,BP5,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,22,22:30:00,R,EE03859,0,4,,,330,,,,,,,,BLM seabird project,SOW4,way in,,Bp5,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,22,22:33:00,R,EE04296,0,4,,,440,,,,,,,,BLM seabird project,SOW4,way in,,Bp6,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,22,22:36:00,R,EE06960,0,4,,,380,,,,,,,,BLM seabird project,SOW4,way in,,Bp6,,0
,,MT24_Majjistral_South_4,24/05/2022,5,2022,22,22:50:00,R,EE06953,0,4,,,395,,,,,,,,BLM seabird project,SOW4,way in,,BP6,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,21,21:19:00,R,EE02597,0,4,,,470,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,21,21:21:00,R,EE04753,0,4,,,400,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,21,21:28:00,R,EE06903,0,4,,,410,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,21,21:28:00,R,EE03414,0,4,,,380,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,21,21:29:00,R,EE06610,0,4,,,410,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,21,21:39:00,R,EE06962,0,4,,,445,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,21,21:42:00,R,EE02601,0,4,,,420,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,21,21:48:00,N,EE04970,0,4,,,360,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,21,21:50:00,R,EE06954,0,4,,,410,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,21,21:50:00,R,EE06614,0,4,,,380,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,21,21:58:00,R,EE04298,0,4,,,390,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,21,21:59:00,R,EE03948,0,4,,,415,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,22,22:01:00,R,EE02541,0,4,,,440,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,22,22:05:00,R,EE02536,0,4,,,450,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,22,22:12:00,R,EE03853,0,4,,,420,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,22,22:18:00,R,EE06875,0,4,,,340,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,22,22:21:00,R,EE02594,0,4,,,405,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,22,22:32:00,R,EE03858,0,4,,,390,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,22,22:36:00,R,EE03855,0,4,,,390,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,22,22:39:00,R,EE03922,0,4,,,415,,,,,,,,BLM seabird project,SOW4,way in,also with FF04838,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,23,23:05:00,R,EE03410,0,4,,,320,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,23,23:10:00,R,EE06953,0,4,,,395,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,23,23:14:00,R,EE02600,0,4,,,445,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT24_Majjistral_South_4,08/06/2022,6,2022,23,23:22:00,R,EE04765,0,4,,,340,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,MT09_RM01,09/06/2022,6,2022,21,21:00:00,N,EE04855,0,1,,,370,,,,,,,,BLM seabird project,RM01 Big Crack,NB02,,,,0
,,MT09_RM01,09/06/2022,6,2022,21,21:10:00,N,EE04856,0,1,,,380,,,,,,,,BLM seabird project,RM01 Big Crack,NB23,,,,0
,,MT09_RM01,09/06/2022,6,2022,21,21:20:00,R,EE04504,0,1,,,420,,,,,,,,BLM seabird project,RM01 Big Crack,NB20,,,,0
,,MT09_RM01,09/06/2022,6,2022,21,21:45:00,N,EE04857,0,1,,,410,,,,,,,,BLM seabird project,RM01,tunnel nest behind BST 20,,,,0
,,MT09_RM01,18/06/2022,6,2022,19,19:15:00,R,EE04855,0,1,,,430,,,,,,,,BLM seabird project,RM01,NB02,FL,,,0
,,MT09_RM01,18/06/2022,6,2022,19,19:30:00,R,EE04856,0,1,,,400,,,,,,,,BLM seabird project,RM01,NB23,FL,,,0
,,MT09_RM01,18/06/2022,6,2022,19,19:35:00,R,EE04504,0,1,,,350,,,,,,,,BLM seabird project,RM01,NB20,RF,,,0
,,MT09_RM01,18/06/2022,6,2022,19,19:45:00,N,EE04991,0,1,,,380,,,,,,,,BLM seabird project,RM01,NB07,FL,,,0
,,MT09_RM05GC_Central,18/06/2022,6,2022,22,22:00:00,R,EE06969,0,4,,,,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,,0
,,MT09_RM05GC_Central,18/06/2022,6,2022,22,22:20:00,R,EE03146,0,4,,,400,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,,0
,,MT09_RM05GC_Central,18/06/2022,6,2022,22,22:38:00,R,EE06540,0,4,,,460,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,,0
,,MT09_RM05GC_Central,18/06/2022,6,2022,22,22:40:00,N,EE04992,0,4,,,340,,,,,,,,BLM seabird project,Gregale central ledge,way in ,overlapped on purpose,,,0
,,MT09_RM05GC_Central,18/06/2022,6,2022,22,22:40:00,N,EE04993,0,4,,,440,,,,,,,,BLM seabird project,Gregale central ledge,way in ,overlapped on purpose,,,0
,,MT09_RM05GC_Central,18/06/2022,6,2022,22,22:45:00,R,EE06974,0,4,,,360,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,,0
,,MT09_RM05GC_Central,18/06/2022,6,2022,22,22:45:00,R,EE03055,0,4,,,440,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,,0
,,MT09_RM05GC_Central,18/06/2022,6,2022,22,22:50:00,N,EE04994,0,4,,,380,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,,0
,,MT09_RM05L,18/06/2022,6,2022,23,23:05:00,N,EE04995,0,4,,,340,,,,,,,,BLM seabird project,RM05 Lower,outside,,,,0
,,MT09_RM04A,18/06/2022,6,2022,23,23:20:00,R,EE04529,0,4,,,335,,,,,,,,BLM seabird project,RM04A,NS2,,,together in NS2 with chick,0
,,MT09_RM04A,18/06/2022,6,2022,23,23:20:00,R,EE06706,0,4,,,275,,,,,,,,BLM seabird project,RM04A,NS2,,,together in NS2 with chick,0
,,MT09_RM01,24/06/2022,6,2022,20,20:00:00,N,EE04979,0,1,,,295,,,,,,,,BLM seabird project,RM01,NB22,overlapped on purpose,,,0
,,MT09_RM01,24/06/2022,6,2022,20,20:05:00,R,EE04856,0,1,,,395,,,,,,,,BLM seabird project,RM01 Big Crack,NB23,,,,0
,,MT09_RM01,24/06/2022,6,2022,20,20:10:00,R,EE04855,0,1,,,455,,,,,,,,BLM seabird project,RM01 Big Crack,NB02,TAGGED BY ciesm,,,0
,,MT09_RM01,24/06/2022,6,2022,20,20:15:00,R,EE04991,0,1,,,375,,,,,,,,BLM seabird project,RM01,NB26,FL,,,0
,,MT09_RM01,24/06/2022,6,2022,20,20:20:00,N,EE04980,0,1,,,340,,,,,,,,BLM seabird project,RM01,NB07,FL,,,0
,,MT09_RM02_Lower,24/06/2022,6,2022,20,20:40:00,N,EE04998,0,3J,,202,340,,,47.3,,,,,BLM seabird project,RM02 Above scamble point,outside,TAGGED BY ciesm; overlapped on purpose,,,0
,,MT09_RM02_Lower,24/06/2022,6,2022,21,21:00:00,N,EE04999,0,3J,,220,425,,,47.6,,,,,BLM seabird project,RM02 Lower Cave,outside,Tagged by CIESM,,,0
,,MT09_RM02_Lower,24/06/2022,6,2022,21,21:40:00,N,EE05000,0,3J,,224,425,,,45.5,,,,,BLM seabird project,RM02 Lower Cave,outside,TAGGED BY ciesm; overlapped on purpose,,,0
,,MT09_RM02_Lower,24/06/2022,6,2022,21,21:40:00,N,EE04578,0,3J,,230,350,,,48.2,,,,,BLM seabird project,RM02 Lower Cave,outside,overlapped on purpose,,,0
,,MT09_RM02_Lower,24/06/2022,6,2022,22,22:00:00,N,EE04579,0,4,,234,320,,,45.4,,,,,BLM seabird project,RM02 Lower Cave,,,,,0
,,MT09_RM02_Lower,24/06/2022,6,2022,22,22:00:00,N,EE04580,0,4,,,360,,,,,,,,BLM seabird project,RM02 Lower Cave,,,,,0
,,MT09_RM02_Lower,24/06/2022,6,2022,22,22:00:00,N,EE04902,0,4,,,340,,,,,,,,BLM seabird project,RM02 Lower Cave,,,,,0
,,MT09_RM02_Lower,24/06/2022,6,2022,22,22:20:00,N,EE04903,0,3J,,220,355,,,45.9,,,,,BLM seabird project,RM02 Lower Cave,way out,,,,0
,,MT09_RM02_Lower,24/06/2022,6,2022,22,22:20:00,N,EE04904,0,3J,,221,405,,,45.1,,,,,BLM seabird project,RM02 Lower Cave,way out,tagged by CIESM,,,0
,,MT09_RM01,24/06/2022,6,2022,23,23:00:00,N,EE04905,0,3J,,227,365,,,46.7,,,,,BLM seabird project,RM01 Big Crack,outside,,,,0
,,MT09_RM01,24/06/2022,6,2022,23,23:05:00,R,EE02730,0,4,,,,,,,,,,,BLM seabird project,RM01 Big Crack,NB02 ,tagged by CIESM,,,0
,,MT09_RM01,24/06/2022,6,2022,23,23:10:00,R,EE04039,0,4,,,,,,,,,,,BLM seabird project,RM01 Big Crack,NB23,tagged by CIESM,,,0
,,MT09_RM01,24/06/2022,6,2022,23,23:40:00,R,EE03004,0,4,,,395,,,,,,,,BLM seabird project,RM01 Big Crack,NB02,tagged by CIESM,,,0
,,MT09_RM01,24/06/2022,6,2022,23,23:50:00,N,EE04906,0,4,,,425,,,,,,,,BLM seabird project,RM01 Big Crack,way in,,,,0
,,MT09_RM01,25/06/2022,6,2022,0,00:10:00,N,EE04907,0,3J,,223,390,,,45.7,,,,,BLM seabird project,RM01 above Big Crack,way out,,,,0
,,MT27_Hasan,17/06/2022,6,2022,23,23:00:00,N,EE04986,0,1,,,310,,,,,,,,BLM seabird project,Ghar Hasan,ns 2 right,RF,,,0
,,MT27_Hasan,17/06/2022,6,2022,23,23:10:00,R,EE06693,0,4,,,310,,,,,,,,BLM seabird project,Ghar Hasan,NS3 ,,,,0
,,MT27_Hasan,17/06/2022,6,2022,23,23:10:00,R,EE04505,0,1,,,430,,,,,,,,BLM seabird project,Ghar Hasan,NS3,RF,,,0
,,MT27_Hasan,17/06/2022,6,2022,23,23:25:00,R,EE01692,0,4,,,335,,,,,,,,BLM seabird project,Ghar Hasan,NS2 left way out,,,,0
,,office,20/06/2022,6,2022,20,20:30:00,N,EE04911,0,3J,,205,280,,,,,,,,BLM seabird project,"Picked up by kayakers at ix-xaqqa, bird fell from nest during day 18/06/2022",released majjistral 20/06/2022 20:30,,,,0
,,MT27_Babu,22/06/2022,6,2022,19,19:15:00,R,EE04197,0,4,,,310,,,,,,,,BLM seabird project,Wied Babu,inside during the day on rocky ledge right of way up,,,,0
,,MT27_Babu,22/06/2022,6,2022,19,19:15:00,N,EE04912,0,1,,200,320,,,46.3,,,,,BLM seabird project,Wied Babu,NS6,FL overlapped on purpose,,,0
,,MT27_Babu,22/06/2022,6,2022,19,19:45:00,N,EE04913,0,1,,197,410,,,45.3,,,,,BLM seabird project,Wied Babu,NS8,FL overlapped on purpose,,,0
,,MT24_Majjistral_Eggshell,23/06/2022,6,2022,19,19:45:00,N,EE04972,0,1,,186,,,,45.5,,,,,BLM seabird project,Eggshell Cave,NS15,FL overlapped on purpose,,,0
,,MT24_Majjistral_Eggshell,23/06/2022,6,2022,19,19:50:00,N,EE04973,0,1,,187,,,,47.2,,,,,BLM seabird project,Eggshell Cave,NS11,FL ,,,0
,,MT24_Majjistral_Eggshell,23/06/2022,6,2022,20,20:00:00,N,EE04974,0,1,,162,,,,45,,,,,BLM seabird project,Eggshell Cave,NS9,FM/FL overlapped on purpose,,,0
,,MT24_Majjistral_Eggshell,23/06/2022,6,2022,22,22:15:00,N,EE04975,0,3J,,212,290,,,46.4,,,,,BLM seabird project,Eggshell Cave,NS3b ,fledged at 22:20,,,0
,,MT24_Majjistral_Eggshell,23/06/2022,6,2022,20,20:10:00,N,EE04976,0,1,,196,405,,,49,,,,,BLM seabird project,Eggshell Cave,NS19,RF,,,0
,,MT24_Majjistral_South_1,23/06/2022,6,2022,21,21:15:00,R,EE03160,0,4,,,380,,,,,,,,BLM seabird project,SOW 1,NS1 ,with chick,,,0
,,MT24_Majjistral_South_1,23/06/2022,6,2022,21,21:15:00,N,EE04977,0,1,,205,415,,,46.3,,,,,BLM seabird project,SOW 1,NS1,FL,,,0
,,MT24_Majjistral_South_1,23/06/2022,6,2022,21,21:25:00,R,EE06951,0,4,,,,,,,,,,,BLM seabird project,SOW 1,way in,,,,0
