Errors,site,Cave_string,ringingDate,month,Year,Hour,HourTime,type,ringnumber,Replacement,age,sex,winglength,weight,billlength,billheight,tarsus,TH,middletoe,Head,BLnalopsi,ringer,cave,nest_or_direction,Tag details,BP,Notes,Prospector
,,MT09_RM01,26/04/2023,4,2023,18,18:30:00,R,EE02730,0,4,,,360,,,,,,,,BLM seabird project,RM01 Big Crack,NB02,FS00242 on left,BP4,with TO,0
,,MT09_RM01,26/04/2023,4,2023,18,18:35:00,R,EE03132,0,4,,,360,,,,,,,,BLM seabird project,RM01 Big Crack,NB18,,,on egg,0
,,MT09_RM01,26/04/2023,4,2023,18,18:38:00,R,EE04039,0,4,,,335,,,,,,,,BLM seabird project,RM01 Big Crack,NB23,,,on egg,0
,,MT09_RM01,26/04/2023,4,2023,18,18:45:00,N,EE09006,0,4,,,385,34.6,7,,,,,26.3,BLM seabird project,RM01 Big Crack,NB19,,,on egg,0
,,MT09_RM01,26/04/2023,4,2023,18,18:47:00,N,EE09007,0,4,,,,35.5,7.8,,,,,27.8,BLM seabird project,RM01 Big Crack,NB22,,BP3,on egg,0
,,MT09_RM01,26/04/2023,4,2023,18,18:50:00,N,EE09008,0,4,,,360,37.2,8,,,,,28.4,BLM seabird project,RM01,NB25,,BP4,with TO,0
,,MT09_RM01,26/04/2023,4,2023,18,18:59:00,R,EE04542,0,4,,,390,,,,,,,,BLM seabird project,RM01,NB27,,,on egg,0
,,MT09_RM05GC_South,26/04/2023,4,2023,21,21:06:00,R,EE06611,0,4,,,455,,,,,,,,BLM seabird project,Gregale South ledge,way in,open ring EE06611 replaced with EE09010,BP4,,0
,,MT09_RM05GC_South,26/04/2023,4,2023,21,21:06:00,R,EE09010,1,4,,,455,,,,,,,,BLM seabird project,Gregale South ledge,way in,open ring EE06611 replaced with EE09010,BP4,,0
,,MT09_RM05GC_South,26/04/2023,4,2023,21,21:14:00,N,EE09011,0,4,,,345,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP3,,0
,,MT09_RM05GC_South,26/04/2023,4,2023,21,21:26:00,R,EE06573,0,4,,,430,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP3,,0
,,MT09_RM05GC_South,26/04/2023,4,2023,21,21:59:00,R,EE06897,0,4,,,435,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP4,,0
,,MT09_RM05GC_South,26/04/2023,4,2023,22,22:20:00,R,EE03024,0,4,,,370,,,,,,,,BLM seabird project,Gregale South ledge,way in ,ring EE03024 replaced with EE09012,BP4,,0
,,MT09_RM05GC_South,26/04/2023,4,2023,22,22:20:00,R,EE09012,1,4,,,370,,,,,,,,BLM seabird project,Gregale South ledge,way in ,ring EE03024 replaced with EE09012,BP4,,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,21,21:00:00,R,EE04215,0,4,,,435,,,,,,,,BLM seabird project,Gregale central ledge,way in,,,,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,21,21:03:00,R,EE03711,0,4,,,355,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,vomitted before weighing,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,21,21:28:00,N,EE09037,0,4,,,420,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,21,21:45:00,R,EE03017,0,4,,,350,,,,,,,,BLM seabird project,Gregale central ledge,way in NS10,Overlapped on purpose,,,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,21,21:49:00,R,EE04172,0,4,,,455,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,21,21:54:00,R,EE04779,0,4,,,340,,,,,,,,BLM seabird project,Gregale central ledge,way in,,BP4,,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,22,22:00:00,N,EE09038,0,4,,,350,36,7.6,,,,,27.3,BLM seabird project,Gregale central ledge,way in,,,,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,22,22:08:00,R,EE03778,0,4,,,410,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,22,22:19:00,N,EE09039,0,4,,,435,36.2,7.3,,,,,27.3,BLM seabird project,Gregale central ledge,way in ,,BP5,,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,22,22:30:00,R,EE02357,0,4,,,400,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,22,22:36:00,R,EE04202,0,4,,,390,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,22,22:40:00,N,EE09040,0,4,,,370,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,22,22:58:00,R,EE06588,0,4,,,385,,,,,,,,BLM seabird project,Gregale central ledge,way in,,BP4,,0
,,MT09_RM05GC_Central,26/04/2023,4,2023,22,23:05:00,N,EE09041,0,4,,,345,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,,0
,,MT09_RM03_North,28/04/2023,4,2023,20,20:40:00,R,EE01227,0,4,,,430,,,,,,,,BLM seabird project,RM03 North MN,way in,EE01227 not removed EE09013 placed on left leg,,,0
,,MT09_RM03_North,28/04/2023,4,2023,20,20:48:00,R,EE04325,0,4,,,435,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,0
,,MT09_RM03_North,28/04/2023,4,2023,21,21:00:00,R,EE04339,0,4,,,440,,,,,,,,BLM seabird project,RM03 North MN,way in,"on left, origininally ringed 27/06/2012 as EE01822",,,0
,,MT09_RM03_North,28/04/2023,4,2023,21,21:04:00,R,EE04645,0,4,,,370,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,0
,,MT09_RM03_North,28/04/2023,4,2023,21,21:09:00,R,EE03390,0,4,F,,400,,,,,,,,BLM seabird project,RM03 North MN,way in,,,sexed by call,0
,,MT09_RM03_North,28/04/2023,4,2023,21,21:10:00,R,EE04519,0,4,,,360,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,0
,,MT09_RM03_North,28/04/2023,4,2023,21,21:20:00,R,EE03536,0,4,,,440,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,0
,,MT09_RM03_North,28/04/2023,4,2023,21,21:24:00,N,EE09014,0,4,,,405,,,,,,,,BLM seabird project,RM03 North MN,way in,,,vomitted before weighing,0
,,MT09_RM03_North,28/04/2023,4,2023,21,21:37:00,R,EE03176,0,4,,,410,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,0
,,MT09_RM03_North,28/04/2023,4,2023,21,21:42:00,R,EE03786,0,4,,,330,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,0
,,MT09_RM03_North,28/04/2023,4,2023,22,22:00:00,N,EE09015,0,4,,,370,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,0
,,MT09_RM03_North,28/04/2023,4,2023,22,22:00:00,R,EE04886,0,4,,,440,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,0
,,MT09_RM03_North,28/04/2023,4,2023,22,22:15:00,N,EE09016,0,4,,,340,,,,,,,,BLM seabird project,RM03 North ,,,,prospector,1
,,MT09_RM03_North,28/04/2023,4,2023,22,22:15:00,R,EE06822,0,4,,,415,,,,,,,,BLM seabird project,RM03 North MN,way in,,,,0
,,MT09_RM03_North,28/04/2023,4,2023,22,22:40:00,R,EE01227,0,4,,,410,,,,,,,,BLM seabird project,RM03 North,way out,,,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,20,20:49:00,R,EE00315,0,4,,,420,,,,,,,,BLM seabird project,Butter Cave Lower,way in ,EE00315 open replaced with EE09051,BP4,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,20,20:49:00,R,EE09051,1,4,,,420,,,,,,,,BLM seabird project,Butter Cave Lower,way in ,EE00315 open replaced with EE09051,BP4,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,20,20:52:00,R,EE03664,0,4,,,400,,,,,,,,BLM seabird project,Butter Cave Lower,way in ,,BP3,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,20,20:59:00,R,EE03638,0,4,,,460,,,,,,,,BLM seabird project,Butter Cave Lower,way in,,BP4,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,21,21:00:00,R,EE00317,0,4,,,390,,,,,,,,BLM seabird project,Butter Cave Lower,way in,EE00317 replaced with EE09052,BP5,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,21,21:00:00,R,EE09052,1,4,,,390,,,,,,,,BLM seabird project,Butter Cave Lower,wayin ,EE00317 replaced with EE09052,BP5,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,21,21:08:00,R,EE03739,0,4,,,435,,,,,,,,BLM seabird project,Butter Cave Lower,way in ,,BP4,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,21,21:11:00,R,EE06741,0,4,,,430,,,,,,,,BLM seabird project,Butter Cave Lower,wayin ,,BP2,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,21,21:14:00,N,EE09053,0,4,,,335,,,,,,,,BLM seabird project,Butter Cave Lower,way in ,,BP2,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,21,21:29:00,N,EE09054,0,4,,,340,,,,,,,,BLM seabird project,Butter Cave Lower,wayin ,,BP3,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,21,21:46:00,N,EE09055,0,4,,,510,,,,,,,,BLM seabird project,Butter Cave lower,way in ,,BP4,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,21,21:57:00,R,EE03804,0,4,,,360,,,,,,,,BLM seabird project,Butter Cave Lower,way in ,,BP4,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,21,21:58:00,R,EE06699,0,4,,,330,,,,,,,,BLM seabird project,Butter Cave Lower,way in ,,BP4,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,22,22:00:00,R,EE03809,0,4,,,440,,,,,,,,BLM seabird project,Butter Cave Lower,way in ,,BP3,,0
,,MT09_RM05BT_Lower,28/04/2023,4,2023,22,22:06:00,N,EE09056,0,4,,,340,,,,,,,,BLM seabird project,Butter Cave Lower,way in,,BP2,,0
,,MT09_RM05BT_Upper,28/04/2023,4,2023,21,21:11:00,N,EE09042,0,4,,,385,,,,,,,,BLM seabird project,Butter Cave upper ,way in,,,,0
,,MT09_RM05BT_Upper,28/04/2023,4,2023,22,22:04:00,N,EE09043,0,4,,,365,,,,,,,,BLM seabird project,Butter Cave upper ,way in,,BP4,,0
,,MT09_RM05BT_Upper,28/04/2023,4,2023,22,22:42:00,R,EE06832,0,4,,,390,,,,,,,,BLM seabird project,Butter Cave upper,way out,,BP4,,0
,,MT09_RM04C,10/05/2023,5,2023,21,21:26:00,N,EE09019,0,4,,,335,,,,,,,,BLM seabird project,RM04C,way in,,BP4,,0
,,MT09_RM04C,10/05/2023,5,2023,21,21:37:00,N,EE09020,0,4,,,385,,,,,,,,BLM seabird project,RM04C,way in,,BP4,,0
,,MT09_RM04C,10/05/2023,5,2023,21,21:39:00,N,EE09021,0,4,,,310,,,,,,,,BLM seabird project,RM04C,way in,,BP5,,0
,,MT09_RM04C,10/05/2023,5,2023,21,21:49:00,N,EE09022,0,4,,,435,,,,,,,,BLM seabird project,RM04C,way in,,BP4,,0
,,MT09_RM04C,10/05/2023,5,2023,21,21:56:00,R,EE03951,0,4,,,460,,,,,,,,BLM seabird project,RM04C,way in ,,BP4,,0
,,MT09_RM04C,10/05/2023,5,2023,22,22:00:00,R,EE01318,0,4,,,410,,,,,,,,BLM seabird project,RM04C,way in,,BP4,,0
,,MT09_RM04C,10/05/2023,5,2023,22,22:20:00,N,EE09023,0,4,,,385,,,,,,,,BLM seabird project,RM04C,way in ,,BP4,,0
,,MT09_RM04C,10/05/2023,5,2023,22,22:24:00,N,EE09024,0,4,,,385,,,,,,,,BLM seabird project,RM04C,way in ,,BP4,regurgitated,0
,,MT09_RM04C,10/05/2023,5,2023,22,22:47:00,R,EE04692,0,4,,,550,,,,,,,,BLM seabird project,RM04C,way in ,,BP4,,0
,,MT09_RM04C,10/05/2023,5,2023,22,22:53:00,R,EE03111,0,4,,,435,,,,,,,,BLM seabird project,RM04C,way in ,,BP5,,0
,,MT09_RM04C,10/05/2023,5,2023,23,23:01:00,R,EE01305,0,4,,,460,,,,,,,,BLM seabird project,RM04C,way in ,,BP4,,0
,,MT09_RM04C,10/05/2023,5,2023,23,23:07:00,R,EE06908,0,4,,,445,,,,,,,,BLM seabird project,RM04C,way in,,BP5,,0
,,MT09_RM04C,10/05/2023,5,2023,23,23:13:00,R,EE04588,0,4,,,380,,,,,,,,BLM seabird project,RM04C,way in ,,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,21,21:01:00,R,EE06818,0,4,,,390,,,,,,,,BLM seabird project,Gregale South ledge,way in ,,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,21,21:05:00,R,EE01899,0,4,,,460,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP5,closed better,0
,,MT09_RM05GC_South,11/05/2023,5,2023,21,21:11:00,R,EE03722,0,4,,,415,,,,,,,,BLM seabird project,Gregale South ledge,way in ,,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,21,21:13:00,R,EE04981,0,4,,,435,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,21,21:17:00,R,EE01903,0,4,,,415,,,,,,,,BLM seabird project,Gregale South ledge,way in ,old ring EE01903 replaced with ring EE09061,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,21,21:17:00,R,EE09061,1,4,,,415,,,,,,,,BLM seabird project,Gregale South ledge,way in,old ring EE01903 replaced with ring EE09061,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,21,21:24:00,N,EE09062,0,4,,,325,,,,,,,,BLM seabird project,Gregale South ledge,way in ,,BP5,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,21,21:30:00,N,EE09063,0,4,,,420,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,21,21:43:00,R,EE03707,0,4,,,415,,,,,,,,BLM seabird project,Gregale South ledge,way in ,,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,21,21:54:00,R,EE04248,0,4,,,380,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP5,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,22,22:01:00,N,EE09064,0,4,,,355,,,,,,,,BLM seabird project,Gregale South ledge,way in ,,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,22,22:06:00,R,EE02084,0,4,,,385,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP5,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,22,22:07:00,N,EE09065,0,4,,,345,,,,,,,,BLM seabird project,Gregale South ledge,way in ,,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,22,22:24:00,R,EE02342,0,4,,,385,,,,,,,,BLM seabird project,Gregale South ledge,way in ,,BP5,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,22,22:26:00,N,EE09066,0,4,,,325,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,22,22:36:00,R,EE06739,0,4,,,385,,,,,,,,BLM seabird project,Gregale South ledge,way in ,,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,22,22:37:00,N,EE09067,0,4,,,360,,,,,,,,BLM seabird project,Gregale South ledge,way in ,,BP5,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,22,22:57:00,R,EE03581,0,4,,,385,,,,,,,,BLM seabird project,Gregale South ledge,way in ,,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,23,23:01:00,R,EE02318,0,4,,,450,,,,,,,,BLM seabird project,Gregale South ledge,way in ,,BP5,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,23,23:25:00,R,EE02722,0,4,,,475,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP5,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,23,23:34:00,N,EE09068,0,4,,,325,,,,,,,,BLM seabird project,Gregale South ledge,way in,,BP5,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,23,23:40:00,N,EE09069,0,4,,,370,,,,,,,,BLM seabird project,Gregale South ledge cave 0,outside,,BP4,,0
,,MT09_RM05GC_South,11/05/2023,5,2023,23,23:45:00,R,EE06655,0,4,,,320,,,,,,,,BLM seabird project,Gregale South ledge cave 0,outside,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:16:00,N,EE09025,0,4,,,355,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:21:00,R,EE04993,0,4,,,360,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:22:00,N,EE09082,0,4,,,315,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:23:00,N,EE09083,0,4,,,380,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP5,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:30:00,R,EE02296,0,4,,,340,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:34:00,R,EE03017,0,4,,,385,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP3,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:34:00,R,EE06688,0,4,,,310,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP5,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:36:00,N,EE09084,0,4,,,370,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:39:00,R,EE02433,0,4,,,410,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:40:00,R,EE03006,0,4,,,410,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:45:00,R,EE06851,0,4,,,390,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:46:00,N,EE09086,0,4,,,360,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:50:00,N,EE09087,0,4,,,340,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,21,21:56:00,N,EE09088,0,4,,,370,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP5,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,22,22:02:00,N,EE09089,0,4,,,345,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,22,22:05:00,N,EE09090,0,4,,,410,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,22,22:05:00,R,EE03018,0,4,,,490,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,22,22:09:00,N,EE09091,0,4,,,360,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,22,22:15:00,R,EE06738,0,4,,,360,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,22,22:20:00,R,EE04215,0,4,,,395,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,22,22:23:00,R,EE03021,0,4,,,435,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP4,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,22,22:26:00,R,EE04073,0,4,,,350,,,,,,,,BLM seabird project,Gregale central ledge,way in ,EE04073 replaced with EE09092,BP5,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,22,22:26:00,R,EE09092,1,4,,,350,,,,,,,,BLM seabird project,Gregale central ledge,way in ,EE04073 replaced with EE09092,BP5,,0
,,MT09_RM05GC_Central,11/05/2023,5,2023,22,22:27:00,N,EE09093,0,4,,,370,,,,,,,,BLM seabird project,Gregale central ledge,way in ,,BP5,,0
