Origninal_ring,Replacement_ring,DateReplacement,Pit_tag,Gps_tag,GLS_tag,F_ring_additional,Remarks,In case of gps tagged birds remarks refers to month when gps tag was on bird
EE03063,,,,,,,,
EE03064,,,,,,,,
EE03014,,,,,C4386,FF04833,,
EE03015,,,,,,,,
EE03016,,,,,,,,
EE03017,,,,,,,,
EE03018,,,,,,,,
EE03019,,,,,,,,
EE03020,,,,,,,,
EE03021,,,,,,,,
EE03022,,,,,,,,
EE03023,,,,,,,,
EE03024,,,,,,,,
EE03025,,,,,,,,
EE03026,,,,,,,,
EE03027,,,,,,,,
EE03028,,,,,,,,
EE03065,,,,,,,,
EE03066,,,,,,,,
EE03029,,,,,,,,
EE03030,,,,,,,,
EE03031,,,,,,,,
EE03032,,,,,,,,
EE03033,,,,,,,,
EE03034,,,,,,,,
EE03035,,,,,,,,
EE03181,,,,,,,,
EE03036,,,,,,,,
EE03067,,,,,,,,
EE03068,,,,,,,,
EE03069,,,,,,,,
EE03070,,,,,,,,
EE03071,,,,,,,,
EE03037,,,,,,,,
EE03038,,,,,,,,
EE03039,,,,,,,,
EE03040,,,,,,,,
EE03041,,,,,,,,
EE03042,,,,,,,,
EE03072,,,,,C4381,FF04835,,
EE03045,,,,,,,,
EE03046,,,,,,,,
EE03047,,,,,,,,
EE03048,,,,,,,,
EE03050,,,,,,,,
EE03101,,,,,,,,
EE03043,,,,,,,,
EE03044,,,,,,,,
EE03111,,,,,,,,
EE03112,,,,,,,,
EE03073,,,,,,,,
EE03074,,,,,,,,
EE03113,,,,,,,,
EE03114,,,,Pinpoint49096,C4397,FF03207,Apr-19,
EE03075,,,,,,,,
EE03076,,,,,,,,
EE03115,,,,,,,,
EE03116,,,,,,,,
EE03078,,,,,,,,
EE03079,,,,,,,,
EE03080,,,,,,,,
EE03081,,,,,,,,
EE03117,,,,,,,,
EE03118,,,,,,,,
EE03119,,,,,,,,
FF03060,,,,,,,,
EE03120,,,,,,,,
EE03121,,,,,,,,
EE03122,,,,,,,,
EE03123,,,,,,,,
EE03082,,,,,,,,
EE03083,,,,,,,,
EE03084,,,,,,,,
EE03085,,,,,,,,
EE03086,,,,,,,,
EE03087,,,,,,,,
EE03088,,,,,,,,
EE03089,,,,,,,,
EE03090,,,,,,,,
EE03124,,,,,,,,
EE03125,,,,,,,,
EE01228,,,,,,,,
EE01187,,,,,,,,
EE03102,,,,,,,,
EE01210,,,,,,,,
EE03103,,,,,,,,
EE03104,,,,,,,,
EE01447,EE03105,16/05/2016,,,,,,
EE01573,,,,,,,,
EE03106,,,,,,,,
EE01399,,,,,,,,
EE03107,,,,,,,,
EE03108,,,,,,,,
EE03109,,,,,,,,
EE03110,,,,,,,,
EE03091,,,,,,,,
EE03092,,,,,,,,
EE03093,,,,,,,,
EE03094,,,,,,,,
FF03062,,,,,,,,
EE03095,,,,,,,,
EE03096,,,,,,,,
EE03097,,,,,,,,
EE03098,,,,,,,,
EE03099,,,,,,,,
EE03100,,,,,,,,
EE03151,,,,,,,,
EE01122,,,,,,,,
EE03130,,,,,,,,
EE03131,,,,,,,,
EE03132,,,,,,,,
EE03133,,,,,,,,
EE03134,,,,,,,,
EE03135,,,,,,,,
EE03136,,,,,,,,
EE03137,,,,,,,,
EE03138,,,,,,,,
EE03139,,,,,,,,
EE03140,,,,,,,,
EE03141,,,,,,,,
EE03161,,,,,,,,
EE03162,,,,,,,,
EE03163,,,,,,,,
EE03164,,,,,,,,
EE03165,,,,,,,,
EE03166,,,,,,,,
EE03127,,,,,,,,
EE03167,,,,,,,,
EE03168,,,,,,,,
EE03171,,,,,,,,
EE03172,,,,,,,,
EE03173,,,,,,,,
EE03174,,,,,,,,
EE01513,EE03443,17/06/2018,,,,,,
EE03142,,,,,,,,
EE03143,,,,,,,,
EE03144,,,,,,,,
EE03145,,,,,,,,
EE03146,,,,,,,,
EE03147,,,,,,,,
EE03169,,,,,,,,
EE03170,,,,,,,,
EE03251,,,,,,,,
EE03252,,,,,,,,
EE03253,,,,,,,,
EE03128,,,,,,,,
EE03148,,,,,,,,
EE03150,,,,,,,,
EE03152,,,,,,,,
EE03153,,,,,,,,
EE01243,,,,,,,,
EE03175,,,,,,,,
EE03176,,,,,,,,
EE03177,,,,,,,,
EE03126,,,,,,,,
EE03178,,,,,,,,
EE01422,,,,,,,,
EE03254,,,,,,,,
EE03255,,,,,,,,
EE03179,,,,,,,,
EE03180,,,,,,,,
EE03154,,,,,,,,
EE03155,,,,,,,,
EE03256,,,,,,,,
EE03307,,,,,,,,
EE03308,,,,,,,,
EE03309,,,,,,,,
EE03310,,,,,,,,
EE03259,,,,,,,,
EE03325,,,,,,,,
EE03327,,,,,,,,
EE03328,,,,,,,,
EE03260,,,,,,,,
EE03333,,,,,,,,
EE03334,,,,,,,,
EE03335,,,,,,,,
EE03336,,,,,,,,
EE03159,,,,,,,,
EE03160,,,,,,,,
EE03329,,,,,,,,
EE03337,,,,,,,,
EE03326,,,,,,,,
EE03338,,,,,,,,
EE03339,,,,,,,,
EE03340,,,,,,,,
EE03261,,,,,,,,
EE03262,,,,,,,,
EE03263,,,,,,,,
EE03264,,,,,,,,
EE03265,,,,,,,,
EE03269,,,,,,,,
EE03270,,,,,,,,
EE03271,,,,,,,,
EE03272,,,,,,,,
EE03273,,,,,,,,
EE03183,,,,,,,,
EE03185,,,,,,,,
EE03186,,,,,,,,
EE03282,,,,,,,,
EE03349,,,,,,,,
EE03516,,,,,,,,
EE03517,,,,,,,,
EE03283,,,,,,,,
EE03528,,,,,,,,
EE03529,,,,,,,,
EE03530,,,,,,,,
EE03568,,,,,,,,
EE03569,,,,,,,,
EE03284,,,,,,,,
EE03591,,,,,,,,
EE03592,,,,,,,,
EE03593,,,,,,,,
EE03595,,,,,,,,
EE03596,,,,,,,,
EE03597,,,,,,,,
EE03594,,,,,,,,
EE03782,,,,,,,,
EE03675,,,,,,,,
EE03766,,,,,,,,
EE03770,,,,,,,,
EE03745,,,,,,,,
EE03303,,,,,,,,
EE03304,,,,,,,,
EE03305,,,,,,,,
EE03306,,,,,,,,
EE03258,,,,,,,,
EE03311,,,,,,,,
EE03312,,,,,,,,
EE03313,,,,,,,,
EE03314,,,,,,,,
EE03315,,,,,,,,
EE03316,,,,,,,,
EE03317,EE04225,22/02/2019,,,,,,
EE03318,,,,,,,,
EE03319,,,,,,,,
EE03320,,,,,,,,
EE03321,,,,,,,,
EE03322,,,,,,,,
EE03323,,,,,,,,
EE03324,,,,,,,,
EE03331,,,,,,,,
EE03332,,,,,,,,
EE03156,,,,,,,,
EE03157,,,,Pathrack40239,,,May-19,
EE03158,,,,,,,,
EE03266,,,,,C4391 ,FF04827,,
EE03267,,,,,,,,
EE03268,,,,,,,,
EE03330,,,,,,,,
EE03190,,,,,,,,
EE03274,,,,,,,,
EE03275,,,,,,,,
EE03276,,,,,,,,
EE03277,,,,,,,,
EE03278,,,,,,,,
EE03279,,,,,,,,
EE03280,,,,,,,,
EE03281,,,,,,,,
EE03501,,,,,,,,
EE03502,,,,,,,,
EE03503,,,,,,,,
EE03504,,,,,,,,
EE03341,,,,,,,,
EE03342,,,,,,,,
EE03187,EE03821,16/05/2018,,,,,,
EE03506,,,,,,,,
EE03507,,,,,,,,
EE03508,,,,,,,,
EE03509,,,,,,,,
EE03510,,,,,,,,
EE03511,,,,,,,,
EE03512,,,,,,,,
EE03188,,,,,,,,
EE03189,,,,,,,,
EE03291,,,,,,,,
EE03292,,,,,,,,
EE03293,,,,,,,,
EE03294,,,,,,,,
EE03295,,,,,,,,
EE03296,,,,,,,,
EE03734,,,,,,,,
EE03343,,,,,C4403,FF03208,,
EE03345,,,,,,,,
EE03346,,,,,,,,
EE03297,,,,,,,,
EE03298,,,,,,,,
EE03299,,,,,,,,
EE03347,,,,,,,,
EE03348,,,,,,,,
EE03191,,,,,,,,
EE03192,,,,,,,,
EE03193,,,,,,,,
EE03194,,,,,,,,
EE03195,,,,,,,,
EE03196,,,,,,,,
EE03197,,,,,,,,
EE03350,,,,,,,,
EE03521,,,,,,,,
EE03522,,,,,,,,
EE03523,,,,,,,,
EE03524,,,,,,,,
EE03525,,,,,,,,
EE03526,,,,,,,,
EE03527,,,,,,,,
EE03198,,,,,,,,
EE03199,,,,,,,,
EE03200,,,,,,,,
EE03531,,,,,,,,
EE03513,,,,,,,,
EE03514,,,,,,,,
EE03515,,,,,,,,
EE03532,,,,,,,,
EE03533,,,,,,,,
EE03534,,,,,,,,
EE01217,,,,,,,,
EE03535,,,,,,,,
EE03536,,,,,,,,
EE03518,,,,,,,,
EE03519,,,,,,,,
EE03537,,,,,,,,
EE03538,,,,,,,,
EE03539,,,,,,,,
EE03540,,,,,,,,
EE03541,,,,,,,,
EE03551,,,,,,,,
EE03542,,,,,,,bird lost ring; found in MN in a later session; not known which was corresponding New ind.; new ind. Ringed in session: EE04067; 68; 69 - bird that matches measurements the closest is EE04067 but could also have bounced out of net without being re-ringed?,
EE03543,,,,,,,,
EE03544,,,,,,,,
EE03561,,,,,,,,
EE03562,,,,,,,,
EE03563,,,,,,,,
EE01171,EE03725,01/05/2018,,,,,,
EE03564,,,,,,,,
EE03565,,,,,,,,
EE03566,,,,,,,,
EE01181,,,,,,,,
EE03567,,,,,,,,
EE03545,,,,,,,,
EE03546,,,,,,,,
EE03547,,,,,,,,
EE03548,,,,,,,,
EE03570,,,,,,,,
EE03549,,,,,,,,
EE03571,,,,,,,,
EE03572,,,,,,,,
EE03573,,,,,,,,
EE03574,,,,,,,,
EE03550,,,,,,,,
EE01364,,,,,,,,
EE03285,,,,,,,,
EE03287,,,,,,,,
EE03288,,,,,,,,
EE03289,,,,,,,,
EE03290,,,,,,,,
EE01442,,,,,,,,
EE03575,,,,,,,,
EE03286,,,,,,,,
EE03576,,,,,,,,
EE03520,,,,,,,,
EE03577,,,,,,,,
EE03601,,,,,,,,
EE03602,,,,,,,,
EE03603,,,,,,,,
EE03604,,,,,,,,
EE03605,,,,,,,,
EE03606,,,,,,,,
EE03607,,,,,,,,
EE03608,,,,,,,,
EE03609,,,,,,,,
EE03578,,,,,,,,
EE03579,,,,,,,,
EE03580,,,,,,,,
EE03552,,,,,,,,
EE03553,,,,,,,,
EE03554,,,,,,,,
EE03610,,,,,,,,
EE03621,,,,,,,,
EE03581,,,,,,,,
EE03582,,,,,,,,
EE03583,,,,,,,,
EE03584,,,,,,,,
EE03555,,,,,,,,
EE03556,,,,,,,,
EE03557,,,,,,,,
EE03598,,,,,,,,
EE03599,,,,,,,,
EE03600,,,,,,,,
EE03611,,,,,,,,
EE03558,,,,,,,,
EE01319,,,,,,,,
EE03585,,,,,,,,
EE03586,,,,,,,,
EE03587,,,,,,,,
EE03588,,,,,,,,
EE03589,,,,,,,,
EE03590,,,,,,,,
EE03631,,,,,,,,
EE03632,,,,,,,,
EE03633,,,,,,,,
EE03634,,,,,,,,
EE03635,,,,,,,,
EE03636,,,,,,,,
EE03637,,,,,,,,
EE03638,,,,,,,,
EE03639,,,,,,,,
EE03640,,,,,,,,
EE03622,,,,,,,,
EE03612,,,,,,,,
EE03651,,,,,,,,
EE03652,,,,,,,,
EE03653,,,,,,,,
EE03654,,,,,,,,
EE03655,,,,,,,,
EE03623,,,,,,,,
EE03624,,,,,,,,
EE03625,,,,,,,,
EE03626,,,,,,,,
EE03641,,,,,,,,
EE03613,,,,,,,,
EE03642,,,,,,,,
EE03643,,,,,,,,
EE03614,,,,,,,,
EE03644,,,,,,,,
EE03615,,,,,,,,
EE03627,,,,,,,,
EE03616,,,,,,,,
EE03617,,,,,,,,
EE01572,,,,,,,,
EE03559,,,,,,,,
EE03560,,,,,,,,
EE03619,,,,,,,,
EE03656,,,,,,,,
EE03657,,,,,,,,
EE03628,,,,,,,,
EE03629,,,,,,,,
EE03630,,,,,,,,
EE03751,,,,,,,,
EE03752,,,,,,,,
EE03753,,,,,,,,
EE03659,,,,,,,,
EE03658,,,,,,,,
EE03660,,,,,,,,
EE03645,,,,,,,,
EE03646,,,,,,,,
EE03647,,,,,,,,
EE03648,,,,,,,,
EE03649,,,,,,,,
EE03650,,,,,,,,
EE03691,,,,,,,,
EE03692,,,,,,,,
EE03693,,,,,,,,
EE03694,,,,,,,,
EE03695,,,,,,,,
EE03696,,,,,,,,
EE03697,,,,,,,,
EE03698,,,,,,,,
EE03699,,,,,,,,
EE03781,,,,,,,,
EE03754,,,,,,,,
EE03761,,,,,,,,
EE03762,,,,,,,,
EE03763,,,,,,,,
EE03755,,,,,,,,
EE03756,,,,,,,,
EE03757,,,,,,,,
EE03758,,,,,,,,
EE03759,,,,,,,,
EE03760,,,,,,,,
EE03671,,,,,,,,
EE03672,,,,,,,,
EE03673,,,,,,,,
EE03674,,,,,,,,
EE03783,,,,,,,,
EE03784,,,,,,,,
EE03785,,,,,,,,
EE03765,,,,,,,,
EE03764,,,,,,,,
EE03767,,,,,,,,
EE03768,,,,,,,,
EE03786,,,,,,,,
EE03676,,,,,,,,
EE03677,,,,,,,,
EE03678,,,,,,,,
EE03679,,,,,,,,
EE03769,,,,,,,,
EE03741,,,,,,,,
EE03742,,,,,,,,
EE03743,,,,,,,,
EE03744,,,,,,,,
EE03680,,,,,,,,
EE03787,,,,,,,,
EE03788,,,,,,,,
EE03746,,,,,,,,
EE03789,,,,,,,,
EE03790,,,,,,,,
EE03661,,,,,,,,
EE03747,,,,,,,,
EE03772,,,,,,,,
EE03773,,,,,,,,
EE03662,,,,,,,,
EE03663,,,,,,,,
EE03748,,,,,,,,
EE03749,,,,,,,,
EE03750,,,,,,,,
EE03710,,,,,,,,
EE03701,,,,,,,,
EE01233,EE03834,20/06/2018,,,,,,
EE03702,,,,,,,,
EE01424,,,,,,,,
EE01441,,,,,,,,
EE03709,,,,,,,,
EE03708,,,,,,,,
EE03703,,,,,,,,
EE03704,,,,,,,,
EE03705,,,,,,,,
EE03706,,,,,,,,
EE03731,,,,,,,,
EE03732,,,,,,,,
EE03733,,,,,,,,
EE03735,,,,,,,,
EE03736,,,,,,,,
EE03737,,,,,,,,
EE03738,,,,,,,,
EE03707,,,,,,,,
EE03372,,,,,,,,
EE03739,,,,,,,,
EE03740,,,,,,,,
EE03664,,,,,,,,
EE03665,,,,,,,,
EE03774,,,,,,,,
EE03775,,,,,,,,
EE03776,,,,,,,,
EE03666,,,,,C4389,FF04832,,
EE03667,,,,,,,,
EE03668,,,,,,,,
EE03669,,,,,C4388,FF03202,,
EE03241,,,,,,,,
EE03242,,,,,C4395,FS00146,,
EE03243,,,,,,,,
EE03244,,,,,,,,
EE03778,,,,,,,,
EE03779,,,,,,,,
EE03721,,,,,,,,
EE03722,,,,,,,,
EE03723,,,,,,,,
EE03724,,,,,,,,
EE03780,,,,,,,,
EE03711,,,,,,,,
EE03726,,,,,,,,
EE03727,,,,,,,,
EE03728,,,,,,,,
EE03729,,,,,,,,
EE03391,,,,,,,,
EE03392,,,,,,,,
EE03393,,,,,,,,
EE03394,,,,,,,,
EE03395,,,,,,,,
EE03397,,,,,,,,
EE03398,,,,,,,,
EE03399,,,,,,,,
EE03400,,,,,,,,
EE03381,,,,,,,,
EE03382,,,,,,,,
EE03383,,,,,,,,
EE03384,,,,,,,,
EE03385,,,,,,,,
EE03386,,,,,,,,
EE03387,,,,,,,,
EE03388,,,,,,,,
EE03389,,,,,,,,
EE03730,,,,,,,,
EE03246,,,,,,,,
EE03247,,,,,,,,
EE03248,,,,,,,,
EE03249,,,,,,,,
EE03250,,,,,,,,
EE03681,,,,,,,,
EE03682,,,,,,,,
EE03683,,,,,,,,
EE03373,,,,,,,,
EE03374,,,,,,,,
EE03375,,,,,,,,
EE03376,,,,,,,,
EE03377,,,,,,,,
EE03378,,,,,,,,
EE03379,,,,,,,,
EE03380,,,,,,,,
EE03712,,,,,,,,
EE03713,,,,,,,,
EE03714,,,,,,,,
EE03715,,,,,,,,
EE03716,,,,,,,,
EE03390,,,,,,,,
EE03684,,,,,,,,
EE03717,,,,,,,,
EE03720,,,,,,,,
EE03811,,,,,,,,
EE03812,,,,,,,,
EE03813,,,,,,,,
EE03814,,,,,,,,
EE03815,,,,,,,,
EE03816,,,,,,,,
EE03801,,,,,,,,
EE03802,,,,,,,,
EE03803,,,,,,,,
EE03804,,,,,,,,
EE03805,,,,,,,,
EE03806,,,,,,,,
EE03807,,,,,,,,
EE03808,,,,,,,,
EE03809,,,,,,,,
EE03810,,,,,,,,
EE03822,,,,,,,,
EE03685,,,,,,,,
EE03686,,,,,,,,
EE03687,,,,,,,,
EE03688,,,,,,,,
EE03689,,,,,,,,
EE03690,,,,,,,,
EE03791,,,,,,,,
EE03792,,,,,,,,
EE03817,,,,,,,,
EE03818,,,,,,,,
EE03793,,,,,,,,
EE03794,,,,,,,,
EE03795,,,,,,,,
EE03796,,,,,,,,
EE03401,,,,,,,,
EE03402,,,,,,,,
EE03403,,,,,,,,
EE03404,,,,,,,,
EE03405,,,,,C4402,FF04840,,
EE03406,,,,,,,,
EE03407,,,,,,,,
EE03408,,,,,,,,
EE03409,,,,,,,,
EE03410,,,,,,,,
EE03411,,,,,,,,
EE03412,,,,,,,,
EE03413,,,,,,,,
EE03414,,,,,,,,
EE03415,,,,,,,,
EE03416,,,,,,,,
EE03417,,,,,,,,
EE03418,,,,,,,,
EE03419,,,,,,,,
EE03820,,,,,,,,
EE03421,,,,,,,,
EE03422,,,,,,,,
EE03423,,,,,,,,
EE03424,,,,,,,,
EE03420,,,,,,,,
EE03797,,,,,,,,
EE03798,,,,,,,,
EE03819,,,,,,,,
EE03425,,,,,,,,
EE03426,,,,,,,,
EE03427,,,,,,,,
EE03049,,,,,,,,
EE03799,,,,,,,,
EE01389,,,,,,,,
EE01546,,,,,,,,
EE03430,,,,,,,,
EE03431,,,,,,,,
EE03433,,,,,,,,
EE03434,,,,,,,,
EE01368,EE03436,31/05/2018,,,,,,
EE03437,,,,,,,,
EE03438,,,,,,,,
EE03439,,,,,,,,
EE03440,,,,,,,,
EE03823,,,,,,,,
EE03800,,,,,,,,
EE02841,,,,,,,,
EE03951,,,,,,,,
EE03824,,,,,,,,
EE03825,,,,,,,,
EE03826,,,,,,,,
EE03827,,,,,,,,
EE03828,,,,,,,,
EE03829,,,,,,,,
EE03830,,,,,,,,
EE03952,,,,,,,,
EE03953,,,,,,,,
EE03954,,,,,,,,
EE03955,,,,,,,,
EE03956,,,,,,,,
EE03991,,,,,,,,
EE03992,,,,,,,,
EE03993,,,,,,,,
EE03994,,,,,,,,
EE03995,,,,,,,,
EE02842,,,,,,,,
EE02843,,,,,,,,
EE02844,,,,,,,,
EE02845,,,,,,,,
EE02846,,,,,,,,
EE02847,,,,,,,,
EE03996,,,,,,,,
EE03997,,,,,,,,
EE03998,,,,,,,,
EE03999,,,,,,,,
EE03957,,,,,,,,
EE04000,,,,,,,,
EE03958,,,,,,,,
EE03959,,,,,,,,
EE03960,,,,,,,,
EE03441,,,,,,,,
EE03442,,,,,,,,
EE02850,,,,,,,,
EE02849,,,,,,,,
EE02848,,,,,,,,
EE03445,,,,,,,,
EE03446,,,,,,,,
EE03447,,,,,,,,
EE03448,,,,,,,,
EE03450,,,,,,,,
EE03971,,,,,,,,
EE03972,,,,,,,,
EE03973,,,,,,,,
EE03974,,,,,,,,
EE03975,,,,,,,,
EE03976,,,,,,,,
EE03977,,,,,,,,
EE03978,,,,,,,,
EE03979,,,,,,,,
EE03980,,,,,,,,
EE03981,,,,,,,,
EE03982,,,,,,,,
EE03983,,,,,,,,
EE03984,,,,,C4404,FF04834,,
EE03985,,,,,,,,
EE03931,,,,,,,,
EE03935,,,,,,,,
EE03936,,,,,,,,
EE03937,,,,,,,,
EE03938,,,,,,,,
EE03939,,,,,,,,
EE03941,,,,,,,,
EE03942,,,,,,,,
EE03986,,,,,,,,
EE03987,,,,,,,,
EE03988,,,,,,,,
EE03989,,,,,,,,
EE03990,,,,,,,,
EE03831,,,,,,,,
EE03832,,,,,,,,
EE03833,,,,,,,,
EE03835,,,,,,,,
EE03836,,,,,,,,
EE03837,,,,,,,,
EE03838,,,,,,,,
EE03839,,,,,,,,
EE03840,,,,,,,,
EE03841,,,,,,,,
EE03842,,,,,,,,
EE03843,,,,,,,,
EE03844,,,,,,,,
EE03845,,,,,,,,
EE03846,,,,,,,,
EE03943,,,,,,,,
EE03944,,,,,,,,
EE03945,,,,,,,,
EE03912,,,,,,,,
EE03911,,,,,,,,
EE03847,,,,,,,,
EE03848,,,,,,,,
EE03849,,,,,,,,
EE03850,,,,,,,,
EE03913,,,,,,,,
EE03851,,,,,,,,
EE03946,,,,,,,,
EE03947,,,,,,,,
EE03948,,,,,,,,
EE03949,,,,,,,,
EE03924,,,,,,,,
EE03852,,,,,,,,
EE03853,,,,,,,,
EE03854,,,,,,,,
EE03855,,,,,,,,
EE03856,,,,,,,,
EE03857,,,,,,,,
EE03858,,,,,,,,
EE03859,,,,,,,,
EE03860,,,,,,,,
EE03921,,,,,,,,
EE03922,,,,,C4393 ,FF04838,,
EE03923,,,,,,,,
EE03925,,,,,,,,
EE03926,,,,,,,,
EE03927,,,,,,,,
EE03928,,,,,,,,
EE03914,,,,,,,,
EE03929,,,,,,,,
EE03930,,,,,,,,
EE03871,,,,,,,,
EE03872,,,,,,,,
EE03873,,,,,,,,
EE03874,,,,,,,,
EE03875,,,,,,,,
EE03876,,,,,,,,
EE03877,,,,,,,,
EE03878,,,,,,,,
EE03879,,,,,,,,
EE03880,,,,,,,,
EE03901,,,,,,,,
EE03902,,,,,,,,
EE03903,,,,,,,,
EE03915,,,,,,,,
EE03891,,,,,,,,
EE03892,,,,,,,,
EE03904,,,,,,,,
EE03905,,,,,,,,
EE03906,,,,,,,,
EE03907,,,,,,,,
EE03908,,,,,,,,
EE03916,,,,,,,,
EE03917,,,,,,,,
EE03918,,,,,,,,
EE03919,,,,,,,,
EE03920,,,,,,,,
EE03861,,,,,,,,
EE03862,,,,,,,,
EE03863,,,,,,,,
EE03864,,,,,,,,
EE03909,,,,,,,,
EE03910,,,,,,,,
EE03893,,,,,,,,
EE03821,,,,,,,,
EE03865,,,,,,,,
EE03881,,,,,,,,
EE03882,,,,,,,,
EE03883,,,,,,,,
EE03884,,,,,,,,
EE03885,,,,,,,,
EE03886,,,,,,,,
EE03887,,,,,,,,
EE03894,,,,,,,,
EE03895,,,,,,,,
EE03866,,,,,,,,
EE03867,,,,,,,,
EE03868,,,,,,,,
EE03869,,,,,,,,
EE03870,,,,,,,,
EE03896,,,,,,,,
EE03888,,,,,,,,
EE03889,,,,,,,,
EE03890,,,,,,,,
EE03961,,,,,,,,
EE03962,,,,,,,,
EE02005,,,,,,,,
EE03897,,,,,,,,
EE03898,,,,,,,,
EE03899,,,,,,,,
EE03900,,,,,,,,
EE03963,,,,,,,,
EE04021,,,,,,,,
EE04022,,,,,,,,
EE04023,,,,,,,,
EE04024,,,,,,,,
EE04025,,,,,,,,
EE04026,,,,,,,,
EE04027,,,,,,,,
EE04028,,,,,,,,
EE04029,,,,,,,,
EE04030,,,,,,,,
EE04032,,,,,,,,
EE03964,,,,,,,,
EE03965,,,,,,,,
EE03966,,,,,,,,
EE03967,,,,,,,,
EE03968,,,,,,,,
EE03969,,,,,,,,
EE03970,,,,,,,,
EE04001,,,,,,,,
EE04002,,,,,,,,
EE04003,,,,,,,,
EE04033,,,,,,,,
EE04034,,,,,,,,
EE04087,,,,,,,,
EE04004,,,,,,,,
EE04005,,,,,,,,
EE04006,,,,,,,,
EE04007,,,,,,,,
EE04008,,,,,,,,
EE04009,,,,,,,,
EE04010,,,,,,,,
EE04083,,,,,,,,
EE04081,,,,,,,,
EE04082,,,,,,,,
EE04084,,,,,,,,
EE04085,,,,,,,,
EE04011,,,,,,,,
EE04086,,,,,,,,
EE04035,,,,,,,,
EE04036,,,,,,,,
EE02001,,,,,,,,
EE01378,EE04338,29/04/2019,,,,,,
EE01169,EE04340,29/04/2019,,,,,ringed on left,
EE01501,EE04327,29/04/2019,,,,,,
EE04228,,,,Pinpoint49101,C4384,FF04829,Apr-19,
FF03201,,,,,C4377,NA,,
EE04185,,,,,C4378,FF03205,,
EE04096,,,,Pinpoint49100,C4380,FF03209,Apr-19,
EE04324,,,,,C4400,FF03210,,
EE04070,,,,,C4385,FF04836,,
FF04839,,,,,C4396,NA,,
EE06597,,,,,C4399,FS00147,,
EE04105,,,,,C4401,FF03211,,
EE04037,,,,,,,,
EE04221,,,,,,,,
EE04222,,,,,,,,
EE04223,,,,,,,,
EE04224,,,,,,,,
EE04090,,,,,,,,
EE04211,,,,,,,,
EE04212,,,,,,,,
EE04226,,,,,,,,
EE04227,,,,,,,,
EE04229,,,,Pinpoint49103,,,Apr-19,
EE04230,,,,,,,,
EE04231,,,,,,,,
EE04232,,,,,,,,
EE04233,,,,,,,,
EE04234,,,,,,,,
EE04038,,,,,,,,
EE04039,,,,,,,,
EE04040,,,,,,,,
EE04235,,,,,,,,
EE04213,,,,,,,,
EE04241,,,,,,,,
EE04242,,,,,,,,
EE04243,,,,,,,,
EE04244,,,,,,,,
EE04220,,,,,,,,
EE04219,,,,,,,,
EE04218,,,,,,,,
EE04291,,,,,,,,
EE04236,,,,,,,,
EE04237,,,,,,,,
EE04239,,,,,,,,
EE04240,,,,,,,,
EE04214,,,,Pinpoint49104,,,Mar-19,
EE04215,,,,,,,,
EE04216,,,,,,,,
EE04217,,,,,,,,
EE04245,,,,,,,,
EE04247,,,,Pinpoint49099,,,Mar-19,
EE04292,,,,,,,,
EE04248,,,,,,,,
EE04249,,,,,,,,
EE04250,,,,,,,,
EE04282,,,,,,,,
EE04283,,,,,,,,
EE04284,,,,,,,,
EE04285,,,,,,,,
EE04286,,,,,,,,
EE04287,,,,,,,,
EE04341,,,,,,,,
EE04201,,,,,,,,
EE04202,,,,,,,,
EE04203,,,,,,,,
EE04204,,,,,,,,
EE04205,,,,,,,,
EE04206,,,,,,,,
EE04293,,,,,,,,
EE04261,,,,,,,,
EE04262,,,,,,,,
EE04263,,,,,,,,
EE04264,,,,,,,,
EE04265,,,,,,,,
EE04294,,,,,,,,
EE04295,,,,,,,,
EE04296,,,,,,,,
EE04297,,,,,,,,
EE04298,,,,,,,,
EE04299,,,,,,,,
EE04300,,,,,,,,
EE04266,,,,,,,,
EE04267,,,,,,,,
EE04207,,,,,,,,
EE04208,,,,,,,,
EE04209,,,,,,,,
EE04210,,,,,,,,
EE04288,,,,,,,,
EE04289,,,,,,,,
EE04091,,,,,,,,
EE04092,,,,,,,,
EE04093,,,,,,,,
EE04094,,,,,,,,
EE04321,,,,,,,,
EE04268,,,,,,,,
EE04322,,,,,,,,
EE04095,,,,Pinpoint49098,,,Apr-19,
EE04097,,,,,,,,
EE04098,,,,,,,,
EE04099,,,,,,,,
EE04100,,,,,,,,
EE04323,,,,,,,,
EE04331,,,,,,,,
EE04332,,,,,,,,
EE04333,,,,,,,,
EE04334,,,,,,,,
EE04335,,,,,,,,
EE04336,,,,,,,,
EE04020,,,,,,,,
EE04012,,,,,,,,
EE04013,,,,,,,,
EE04325,,,,,,,,
EE04326,,,,,,,,
EE04328,,,,,,,,
EE04329,,,,,,,,
EE04312,,,,,,,,
EE04313,,,,,,,,
EE04314,,,,,,,,
EE04315,,,,,,,,
EE04317,,,,,,,,
EE04015,,,,,,,,
EE04016,,,,,,,,
EE04017,,,,,,,,
EE04318,,,,,,,,
EE04319,,,,,,,,
EE04320,,,,,,,,
EE04041,,,,,,,,
EE04042,,,,,,,,
EE04043,,,,,,,,
EE04044,,,,,,,,
EE04045,,,,,,,,
EE04046,,,,,,,,
EE04047,,,,,,,,
EE04048,,,,,,,,
EE04049,,,,,,,,
EE04050,,,,,,,,
EE04018,,,,,,,,
EE04019,,,,,,,,
EE04342,,,,,,,,
EE04344,,,,,,,,
